antigen137|Q5HHB7|CP002114.3|mhci|seq3981	antigen137|Q5HHB7|CP002114.3|mhci|seq3981
antigen137|Q5HHB7|CP002114.3|mhci|seq2478	antigen137|Q5HHB7|BA000018.3|mhci|seq2470
antigen137|Q5HHB7|CP002114.3|mhci|seq2510	antigen137|Q5HHB7|CP002114.3|mhci|seq2510
antigen137|Q5HHB7|CP002114.3|mhci|seq2510	antigen137|Q5HHB7|BA000018.3|mhci|seq2502
antigen137|Q5HHB7|CP002114.3|mhci|seq2510	antigen137|Q5HHB7|CP002114.3|mhci|seq2511
antigen137|Q5HHB7|CP002114.3|mhci|seq2510	antigen137|Q5HHB7|BA000018.3|mhci|seq2503
antigen137|Q5HHB7|CP002114.3|mhci|seq2542	antigen137|Q5HHB7|CP002114.3|mhci|seq2542
antigen137|Q5HHB7|CP002114.3|mhci|seq2542	antigen137|Q5HHB7|BA000018.3|mhci|seq2534
antigen137|Q5HHB7|CP002114.3|mhci|seq2574	antigen137|Q5HHB7|CP002114.3|mhci|seq2574
antigen137|Q5HHB7|CP002114.3|mhci|seq2574	antigen137|Q5HHB7|BA000018.3|mhci|seq2570
antigen137|Q5HHB7|CP002114.3|mhci|seq2606	antigen137|Q5HHB7|CP002114.3|mhci|seq2606
antigen137|Q5HHB7|CP002114.3|mhci|seq2670	antigen137|Q5HHB7|CP002114.3|mhci|seq2670
antigen137|Q5HHB7|CP002114.3|mhci|seq2670	antigen137|Q5HHB7|CP002114.3|mhci|seq148
antigen137|Q5HHB7|CP002114.3|mhci|seq2670	antigen137|Q5HHB7|CP002114.3|mhci|seq2671
antigen137|Q5HHB7|CP002114.3|mhci|seq2702	antigen137|Q5HHB7|CP002114.3|mhci|seq2702
antigen137|Q5HHB7|CP002114.3|mhci|seq2702	antigen137|Q5HHB7|BA000018.3|mhci|seq2698
antigen137|Q5HHB7|CP002114.3|mhci|seq2734	antigen137|Q5HHB7|CP002114.3|mhci|seq2734
antigen137|Q5HHB7|CP002114.3|mhci|seq2734	antigen137|Q5HHB7|BA000018.3|mhci|seq2730
antigen137|Q5HHB7|CP002114.3|mhci|seq2766	antigen137|Q5HHB7|CP002114.3|mhci|seq2766
antigen137|Q5HHB7|CP002114.3|mhci|seq2766	antigen137|Q5HHB7|BA000018.3|mhci|seq2762
antigen137|Q5HHB7|CP002114.3|mhci|seq2798	antigen137|Q5HHB7|CP002114.3|mhci|seq2798
antigen137|Q5HHB7|CP002114.3|mhci|seq2798	antigen137|Q5HHB7|BA000018.3|mhci|seq2794
antigen137|Q5HHB7|CP002114.3|mhci|seq2830	antigen137|Q5HHB7|CP002114.3|mhci|seq2830
antigen137|Q5HHB7|CP002114.3|mhci|seq2830	antigen137|Q5HHB7|BA000018.3|mhci|seq2826
antigen137|Q5HHB7|CP002114.3|mhci|seq2862	antigen137|Q5HHB7|CP002114.3|mhci|seq2862
antigen137|Q5HHB7|CP002114.3|mhci|seq2862	antigen137|Q5HHB7|BA000018.3|mhci|seq2978
antigen137|Q5HHB7|CP002114.3|mhci|seq2862	antigen137|Q5HHB7|CP002114.3|mhci|seq2863
antigen137|Q5HHB7|CP002114.3|mhci|seq2862	antigen137|Q5HHB7|BA000018.3|mhci|seq2979
antigen137|Q5HHB7|CP002114.3|mhci|seq2894	antigen137|Q5HHB7|CP002114.3|mhci|seq2894
antigen137|Q5HHB7|CP002114.3|mhci|seq2894	antigen137|Q5HHB7|BA000018.3|mhci|seq2890
antigen137|Q5HHB7|CP002114.3|mhci|seq2894	antigen137|Q5HHB7|CP002114.3|mhci|seq2895
antigen137|Q5HHB7|CP002114.3|mhci|seq2894	antigen137|Q5HHB7|BA000018.3|mhci|seq2891
antigen137|Q5HHB7|CP002114.3|mhci|seq2926	antigen137|Q5HHB7|CP002114.3|mhci|seq2926
antigen137|Q5HHB7|CP002114.3|mhci|seq2926	antigen137|Q5HHB7|BA000018.3|mhci|seq2926
antigen137|Q5HHB7|CP002114.3|mhci|seq2926	antigen137|Q5HHB7|CP002114.3|mhci|seq2927
antigen137|Q5HHB7|CP002114.3|mhci|seq2926	antigen137|Q5HHB7|BA000018.3|mhci|seq2927
antigen137|Q5HHB7|CP002114.3|mhci|seq2958	antigen137|Q5HHB7|CP002114.3|mhci|seq2958
antigen137|Q5HHB7|CP002114.3|mhci|seq2958	antigen137|Q5HHB7|BA000018.3|mhci|seq2958
antigen137|Q5HHB7|CP002114.3|mhci|seq2958	antigen137|Q5HHB7|CP002114.3|mhci|seq2959
antigen137|Q5HHB7|CP002114.3|mhci|seq2958	antigen137|Q5HHB7|BA000018.3|mhci|seq2959
antigen137|Q5HHB7|CP002114.3|mhci|seq3086	antigen137|Q5HHB7|CP002114.3|mhci|seq3086
antigen137|Q5HHB7|CP002114.3|mhci|seq3086	antigen137|Q5HHB7|BA000018.3|mhci|seq3082
antigen137|Q5HHB7|CP002114.3|mhci|seq3086	antigen137|Q5HHB7|CP002114.3|mhci|seq3087
antigen137|Q5HHB7|CP002114.3|mhci|seq3086	antigen137|Q5HHB7|BA000018.3|mhci|seq3083
antigen137|Q5HHB7|CP002114.3|mhci|seq3118	antigen137|Q5HHB7|CP002114.3|mhci|seq3118
antigen137|Q5HHB7|CP002114.3|mhci|seq3118	antigen137|Q5HHB7|BA000018.3|mhci|seq3114
antigen137|Q5HHB7|CP002114.3|mhci|seq3118	antigen137|Q5HHB7|CP002114.3|mhci|seq3119
antigen137|Q5HHB7|CP002114.3|mhci|seq3118	antigen137|Q5HHB7|BA000018.3|mhci|seq3115
antigen137|Q5HHB7|CP002114.3|mhci|seq3150	antigen137|Q5HHB7|CP002114.3|mhci|seq3150
antigen137|Q5HHB7|CP002114.3|mhci|seq3182	antigen137|Q5HHB7|CP002114.3|mhci|seq3182
antigen137|Q5HHB7|CP002114.3|mhci|seq3182	antigen137|Q5HHB7|BA000018.3|mhci|seq3182
antigen137|Q5HHB7|CP002114.3|mhci|seq3182	antigen137|Q5HHB7|CP002114.3|mhci|seq3183
antigen137|Q5HHB7|CP002114.3|mhci|seq3182	antigen137|Q5HHB7|BA000018.3|mhci|seq3183
antigen137|Q5HHB7|CP002114.3|mhci|seq3214	antigen137|Q5HHB7|CP002114.3|mhci|seq3214
antigen137|Q5HHB7|CP002114.3|mhci|seq3214	antigen137|Q5HHB7|BA000018.3|mhci|seq3214
antigen137|Q5HHB7|CP002114.3|mhci|seq3246	antigen137|Q5HHB7|CP002114.3|mhci|seq3246
antigen137|Q5HHB7|CP002114.3|mhci|seq3246	antigen137|Q5HHB7|BA000018.3|mhci|seq3246
antigen137|Q5HHB7|CP002114.3|mhci|seq3278	antigen137|Q5HHB7|CP002114.3|mhci|seq3278
antigen137|Q5HHB7|CP002114.3|mhci|seq3278	antigen137|Q5HHB7|BA000018.3|mhci|seq3278
antigen137|Q5HHB7|CP002114.3|mhci|seq3310	antigen137|Q5HHB7|CP002114.3|mhci|seq3310
antigen137|Q5HHB7|CP002114.3|mhci|seq3310	antigen137|Q5HHB7|BA000018.3|mhci|seq3306
antigen137|Q5HHB7|CP002114.3|mhci|seq3310	antigen137|Q5HHB7|CP002114.3|mhci|seq3311
antigen137|Q5HHB7|CP002114.3|mhci|seq3310	antigen137|Q5HHB7|BA000018.3|mhci|seq3307
antigen137|Q5HHB7|CP002114.3|mhci|seq3342	antigen137|Q5HHB7|CP002114.3|mhci|seq3342
antigen137|Q5HHB7|CP002114.3|mhci|seq3342	antigen137|Q5HHB7|BA000018.3|mhci|seq3338
antigen137|Q5HHB7|CP002114.3|mhci|seq3374	antigen137|Q5HHB7|CP002114.3|mhci|seq3374
antigen137|Q5HHB7|CP002114.3|mhci|seq3374	antigen137|Q5HHB7|BA000018.3|mhci|seq3374
antigen137|Q5HHB7|CP002114.3|mhci|seq3374	antigen137|Q5HHB7|CP002114.3|mhci|seq3375
antigen137|Q5HHB7|CP002114.3|mhci|seq3374	antigen137|Q5HHB7|BA000018.3|mhci|seq3375
antigen137|Q5HHB7|CP002114.3|mhci|seq3406	antigen137|Q5HHB7|CP002114.3|mhci|seq3406
antigen137|Q5HHB7|CP002114.3|mhci|seq3406	antigen137|Q5HHB7|BA000018.3|mhci|seq3406
antigen137|Q5HHB7|CP002114.3|mhci|seq3406	antigen137|Q5HHB7|CP002114.3|mhci|seq3407
antigen137|Q5HHB7|CP002114.3|mhci|seq3406	antigen137|Q5HHB7|BA000018.3|mhci|seq3407
antigen137|Q5HHB7|CP002114.3|mhci|seq3438	antigen137|Q5HHB7|CP002114.3|mhci|seq3438
antigen137|Q5HHB7|CP002114.3|mhci|seq3438	antigen137|Q5HHB7|BA000018.3|mhci|seq3438
antigen137|Q5HHB7|CP002114.3|mhci|seq3470	antigen137|Q5HHB7|CP002114.3|mhci|seq3470
antigen137|Q5HHB7|CP002114.3|mhci|seq3470	antigen137|Q5HHB7|BA000018.3|mhci|seq3470
antigen137|Q5HHB7|CP002114.3|mhci|seq3534	antigen137|Q5HHB7|CP002114.3|mhci|seq3534
antigen137|Q5HHB7|CP002114.3|mhci|seq3534	antigen137|Q5HHB7|BA000018.3|mhci|seq1994
antigen137|Q5HHB7|CP002114.3|mhci|seq3598	antigen137|Q5HHB7|CP002114.3|mhci|seq3598
antigen137|Q5HHB7|CP002114.3|mhci|seq3598	antigen137|Q5HHB7|BA000018.3|mhci|seq3598
antigen137|Q5HHB7|CP002114.3|mhci|seq3630	antigen137|Q5HHB7|CP002114.3|mhci|seq3630
antigen137|Q5HHB7|CP002114.3|mhci|seq3630	antigen137|Q5HHB7|BA000018.3|mhci|seq3630
antigen137|Q5HHB7|CP002114.3|mhci|seq3662	antigen137|Q5HHB7|CP002114.3|mhci|seq3662
antigen137|Q5HHB7|CP002114.3|mhci|seq3662	antigen137|Q5HHB7|BA000018.3|mhci|seq3662
antigen137|Q5HHB7|CP002114.3|mhci|seq3662	antigen137|Q5HHB7|CP002114.3|mhci|seq3663
antigen137|Q5HHB7|CP002114.3|mhci|seq3662	antigen137|Q5HHB7|BA000018.3|mhci|seq3663
antigen137|Q5HHB7|CP002114.3|mhci|seq3694	antigen137|Q5HHB7|CP002114.3|mhci|seq3694
antigen137|Q5HHB7|CP002114.3|mhci|seq3694	antigen137|Q5HHB7|BA000018.3|mhci|seq3694
antigen137|Q5HHB7|CP002114.3|mhci|seq3694	antigen137|Q5HHB7|CP002114.3|mhci|seq3695
antigen137|Q5HHB7|CP002114.3|mhci|seq3694	antigen137|Q5HHB7|BA000018.3|mhci|seq3695
antigen137|Q5HHB7|CP002114.3|mhci|seq3726	antigen137|Q5HHB7|CP002114.3|mhci|seq3726
antigen137|Q5HHB7|CP002114.3|mhci|seq3726	antigen137|Q5HHB7|BA000018.3|mhci|seq3726
antigen137|Q5HHB7|CP002114.3|mhci|seq3726	antigen137|Q5HHB7|CP002114.3|mhci|seq3727
antigen137|Q5HHB7|CP002114.3|mhci|seq3726	antigen137|Q5HHB7|BA000018.3|mhci|seq3727
antigen137|Q5HHB7|CP002114.3|mhci|seq3758	antigen137|Q5HHB7|CP002114.3|mhci|seq3758
antigen137|Q5HHB7|CP002114.3|mhci|seq3758	antigen137|Q5HHB7|BA000018.3|mhci|seq3758
antigen137|Q5HHB7|CP002114.3|mhci|seq3758	antigen137|Q5HHB7|CP002114.3|mhci|seq3759
antigen137|Q5HHB7|CP002114.3|mhci|seq3758	antigen137|Q5HHB7|BA000018.3|mhci|seq3759
antigen137|Q5HHB7|CP002114.3|mhci|seq3790	antigen137|Q5HHB7|CP002114.3|mhci|seq3790
antigen137|Q5HHB7|CP002114.3|mhci|seq3790	antigen137|Q5HHB7|BA000018.3|mhci|seq3790
antigen137|Q5HHB7|CP002114.3|mhci|seq3790	antigen137|Q5HHB7|CP002114.3|mhci|seq3791
antigen137|Q5HHB7|CP002114.3|mhci|seq3790	antigen137|Q5HHB7|BA000018.3|mhci|seq3791
antigen137|Q5HHB7|CP002114.3|mhci|seq3822	antigen137|Q5HHB7|CP002114.3|mhci|seq3822
antigen137|Q5HHB7|CP002114.3|mhci|seq3822	antigen137|Q5HHB7|BA000018.3|mhci|seq3818
antigen137|Q5HHB7|CP002114.3|mhci|seq3854	antigen137|Q5HHB7|CP002114.3|mhci|seq3854
antigen137|Q5HHB7|CP002114.3|mhci|seq3854	antigen137|Q5HHB7|BA000018.3|mhci|seq3846
antigen137|Q5HHB7|CP002114.3|mhci|seq3854	antigen137|Q5HHB7|CP002114.3|mhci|seq3855
antigen137|Q5HHB7|CP002114.3|mhci|seq3854	antigen137|Q5HHB7|BA000018.3|mhci|seq3847
antigen137|Q5HHB7|CP002114.3|mhci|seq3886	antigen137|Q5HHB7|CP002114.3|mhci|seq3886
antigen137|Q5HHB7|CP002114.3|mhci|seq3886	antigen137|Q5HHB7|BA000018.3|mhci|seq3878
antigen137|Q5HHB7|CP002114.3|mhci|seq3918	antigen137|Q5HHB7|CP002114.3|mhci|seq3918
antigen137|Q5HHB7|CP002114.3|mhci|seq3918	antigen137|Q5HHB7|BA000018.3|mhci|seq3910
antigen137|Q5HHB7|CP002114.3|mhci|seq3950	antigen137|Q5HHB7|CP002114.3|mhci|seq3950
antigen137|Q5HHB7|CP002114.3|mhci|seq3950	antigen137|Q5HHB7|BA000018.3|mhci|seq3942
antigen137|Q5HHB7|CP002114.3|mhci|seq3982	antigen137|Q5HHB7|CP002114.3|mhci|seq3982
antigen137|Q5HHB7|CP002114.3|mhci|seq3982	antigen137|Q5HHB7|BA000018.3|mhci|seq3974
antigen137|Q5HHB7|CP002114.3|mhci|seq3982	antigen137|Q5HHB7|CP002114.3|mhci|seq3983
antigen137|Q5HHB7|CP002114.3|mhci|seq3982	antigen137|Q5HHB7|BA000018.3|mhci|seq3975
antigen137|Q5HHB7|CP002114.3|mhci|seq4014	antigen137|Q5HHB7|CP002114.3|mhci|seq4014
antigen137|Q5HHB7|CP002114.3|mhci|seq4046	antigen137|Q5HHB7|CP002114.3|mhci|seq4046
antigen137|Q5HHB7|CP002114.3|mhci|seq4078	antigen137|Q5HHB7|CP002114.3|mhci|seq4078
antigen137|Q5HHB7|CP002114.3|mhci|seq4078	antigen137|Q5HHB7|BA000018.3|mhci|seq4070
antigen137|Q5HHB7|CP002114.3|mhci|seq4078	antigen137|Q5HHB7|CP002114.3|mhci|seq4079
antigen137|Q5HHB7|CP002114.3|mhci|seq4078	antigen137|Q5HHB7|BA000018.3|mhci|seq4071
antigen137|Q5HHB7|CP002114.3|mhci|seq4110	antigen137|Q5HHB7|CP002114.3|mhci|seq4110
antigen137|Q5HHB7|CP002114.3|mhci|seq4110	antigen137|Q5HHB7|BA000018.3|mhci|seq4106
antigen137|Q5HHB7|CP002114.3|mhci|seq4142	antigen137|Q5HHB7|CP002114.3|mhci|seq4142
antigen137|Q5HHB7|CP002114.3|mhci|seq4174	antigen137|Q5HHB7|CP002114.3|mhci|seq4174
antigen137|Q5HHB7|CP002114.3|mhci|seq4174	antigen137|Q5HHB7|BA000018.3|mhci|seq4170
antigen137|Q5HHB7|CP002114.3|mhci|seq4206	antigen137|Q5HHB7|CP002114.3|mhci|seq4206
antigen137|Q5HHB7|CP002114.3|mhci|seq4206	antigen137|Q5HHB7|BA000018.3|mhci|seq4198
antigen137|Q5HHB7|CP002114.3|mhci|seq4238	antigen137|Q5HHB7|CP002114.3|mhci|seq4238
antigen137|Q5HHB7|CP002114.3|mhci|seq4238	antigen137|Q5HHB7|BA000018.3|mhci|seq4234
antigen137|Q5HHB7|CP002114.3|mhci|seq4270	antigen137|Q5HHB7|CP002114.3|mhci|seq4270
antigen137|Q5HHB7|CP002114.3|mhci|seq4270	antigen137|Q5HHB7|BA000018.3|mhci|seq4262
antigen137|Q5HHB7|CP002114.3|mhci|seq4302	antigen137|Q5HHB7|CP002114.3|mhci|seq4302
antigen137|Q5HHB7|CP002114.3|mhci|seq4302	antigen137|Q5HHB7|BA000018.3|mhci|seq4298
antigen137|Q5HHB7|CP002114.3|mhci|seq4334	antigen137|Q5HHB7|CP002114.3|mhci|seq4334
antigen137|Q5HHB7|CP002114.3|mhci|seq4334	antigen137|Q5HHB7|BA000018.3|mhci|seq4334
antigen137|Q5HHB7|CP002114.3|mhci|seq4366	antigen137|Q5HHB7|CP002114.3|mhci|seq4366
antigen137|Q5HHB7|CP002114.3|mhci|seq4366	antigen137|Q5HHB7|BA000018.3|mhci|seq4366
antigen137|Q5HHB7|CP002114.3|mhci|seq4398	antigen137|Q5HHB7|CP002114.3|mhci|seq4398
antigen137|Q5HHB7|CP002114.3|mhci|seq4398	antigen137|Q5HHB7|BA000018.3|mhci|seq4398
antigen137|Q5HHB7|CP002114.3|mhci|seq4494	antigen137|Q5HHB7|CP002114.3|mhci|seq4494
antigen137|Q5HHB7|CP002114.3|mhci|seq4494	antigen137|Q5HHB7|BA000018.3|mhci|seq4494
antigen137|Q5HHB7|CP002114.3|mhci|seq4526	antigen137|Q5HHB7|CP002114.3|mhci|seq4526
antigen137|Q5HHB7|CP002114.3|mhci|seq4526	antigen137|Q5HHB7|BA000018.3|mhci|seq4522
antigen137|Q5HHB7|CP002114.3|mhci|seq4558	antigen137|Q5HHB7|CP002114.3|mhci|seq4558
antigen137|Q5HHB7|CP002114.3|mhci|seq4558	antigen137|Q5HHB7|BA000018.3|mhci|seq4554
antigen137|Q5HHB7|CP002114.3|mhci|seq4558	antigen137|Q5HHB7|CP002114.3|mhci|seq4559
antigen137|Q5HHB7|CP002114.3|mhci|seq4558	antigen137|Q5HHB7|BA000018.3|mhci|seq4555
antigen137|Q5HHB7|CP002114.3|mhci|seq4590	antigen137|Q5HHB7|CP002114.3|mhci|seq4590
antigen137|Q5HHB7|CP002114.3|mhci|seq4590	antigen137|Q5HHB7|BA000018.3|mhci|seq4586
antigen137|Q5HHB7|CP002114.3|mhci|seq4590	antigen137|Q5HHB7|CP002114.3|mhci|seq4591
antigen137|Q5HHB7|CP002114.3|mhci|seq4590	antigen137|Q5HHB7|BA000018.3|mhci|seq4587
antigen137|Q5HHB7|CP002114.3|mhci|seq4622	antigen137|Q5HHB7|CP002114.3|mhci|seq4622
antigen137|Q5HHB7|CP002114.3|mhci|seq4622	antigen137|Q5HHB7|BA000018.3|mhci|seq4618
antigen137|Q5HHB7|CP002114.3|mhci|seq4622	antigen137|Q5HHB7|CP002114.3|mhci|seq4623
antigen137|Q5HHB7|CP002114.3|mhci|seq4622	antigen137|Q5HHB7|BA000018.3|mhci|seq4619
antigen137|Q5HHB7|CP002114.3|mhci|seq4718	antigen137|Q5HHB7|CP002114.3|mhci|seq4718
antigen137|Q5HHB7|CP002114.3|mhci|seq4718	antigen137|Q5HHB7|BA000018.3|mhci|seq4718
antigen137|Q5HHB7|BA000018.3|mhci|seq49	antigen137|Q5HHB7|BA000018.3|mhci|seq49
antigen137|Q5HHB7|BA000018.3|mhci|seq49	antigen137|Q5HHB7|CP002114.3|mhci|seq45
antigen137|Q5HHB7|BA000018.3|mhci|seq81	antigen137|Q5HHB7|BA000018.3|mhci|seq81
antigen137|Q5HHB7|BA000018.3|mhci|seq81	antigen137|Q5HHB7|CP002114.3|mhci|seq77
antigen137|Q5HHB7|BA000018.3|mhci|seq145	antigen137|Q5HHB7|BA000018.3|mhci|seq145
antigen137|Q5HHB7|BA000018.3|mhci|seq209	antigen137|Q5HHB7|BA000018.3|mhci|seq209
antigen137|Q5HHB7|BA000018.3|mhci|seq241	antigen137|Q5HHB7|BA000018.3|mhci|seq241
antigen137|Q5HHB7|BA000018.3|mhci|seq273	antigen137|Q5HHB7|BA000018.3|mhci|seq273
antigen137|Q5HHB7|BA000018.3|mhci|seq305	antigen137|Q5HHB7|BA000018.3|mhci|seq305
antigen137|Q5HHB7|BA000018.3|mhci|seq337	antigen137|Q5HHB7|BA000018.3|mhci|seq337
antigen137|Q5HHB7|BA000018.3|mhci|seq369	antigen137|Q5HHB7|BA000018.3|mhci|seq369
antigen137|Q5HHB7|BA000018.3|mhci|seq369	antigen137|Q5HHB7|CP002114.3|mhci|seq357
antigen137|Q5HHB7|BA000018.3|mhci|seq401	antigen137|Q5HHB7|BA000018.3|mhci|seq401
antigen137|Q5HHB7|BA000018.3|mhci|seq401	antigen137|Q5HHB7|CP002114.3|mhci|seq393
antigen137|Q5HHB7|BA000018.3|mhci|seq433	antigen137|Q5HHB7|BA000018.3|mhci|seq433
antigen137|Q5HHB7|BA000018.3|mhci|seq433	antigen137|Q5HHB7|CP002114.3|mhci|seq421
antigen137|Q5HHB7|BA000018.3|mhci|seq465	antigen137|Q5HHB7|BA000018.3|mhci|seq465
antigen137|Q5HHB7|BA000018.3|mhci|seq465	antigen137|Q5HHB7|CP002114.3|mhci|seq453
antigen137|Q5HHB7|BA000018.3|mhci|seq497	antigen137|Q5HHB7|BA000018.3|mhci|seq497
antigen137|Q5HHB7|BA000018.3|mhci|seq497	antigen137|Q5HHB7|CP002114.3|mhci|seq485
antigen137|Q5HHB7|BA000018.3|mhci|seq529	antigen137|Q5HHB7|BA000018.3|mhci|seq529
antigen137|Q5HHB7|BA000018.3|mhci|seq529	antigen137|Q5HHB7|CP002114.3|mhci|seq517
antigen137|Q5HHB7|BA000018.3|mhci|seq561	antigen137|Q5HHB7|BA000018.3|mhci|seq561
antigen137|Q5HHB7|BA000018.3|mhci|seq593	antigen137|Q5HHB7|BA000018.3|mhci|seq593
antigen137|Q5HHB7|BA000018.3|mhci|seq593	antigen137|Q5HHB7|CP002114.3|mhci|seq581
antigen137|Q5HHB7|BA000018.3|mhci|seq625	antigen137|Q5HHB7|BA000018.3|mhci|seq625
antigen137|Q5HHB7|BA000018.3|mhci|seq625	antigen137|Q5HHB7|CP002114.3|mhci|seq613
antigen137|Q5HHB7|BA000018.3|mhci|seq657	antigen137|Q5HHB7|BA000018.3|mhci|seq657
antigen137|Q5HHB7|BA000018.3|mhci|seq657	antigen137|Q5HHB7|CP002114.3|mhci|seq645
antigen137|Q5HHB7|BA000018.3|mhci|seq689	antigen137|Q5HHB7|BA000018.3|mhci|seq689
antigen137|Q5HHB7|BA000018.3|mhci|seq753	antigen137|Q5HHB7|BA000018.3|mhci|seq753
antigen137|Q5HHB7|BA000018.3|mhci|seq785	antigen137|Q5HHB7|BA000018.3|mhci|seq785
antigen137|Q5HHB7|BA000018.3|mhci|seq785	antigen137|Q5HHB7|CP002114.3|mhci|seq769
antigen137|Q5HHB7|BA000018.3|mhci|seq817	antigen137|Q5HHB7|BA000018.3|mhci|seq817
antigen137|Q5HHB7|BA000018.3|mhci|seq817	antigen137|Q5HHB7|CP002114.3|mhci|seq805
antigen137|Q5HHB7|BA000018.3|mhci|seq849	antigen137|Q5HHB7|BA000018.3|mhci|seq849
antigen137|Q5HHB7|BA000018.3|mhci|seq881	antigen137|Q5HHB7|BA000018.3|mhci|seq881
antigen137|Q5HHB7|BA000018.3|mhci|seq881	antigen137|Q5HHB7|CP002114.3|mhci|seq865
antigen137|Q5HHB7|BA000018.3|mhci|seq913	antigen137|Q5HHB7|BA000018.3|mhci|seq913
antigen137|Q5HHB7|BA000018.3|mhci|seq913	antigen137|Q5HHB7|CP002114.3|mhci|seq897
antigen137|Q5HHB7|BA000018.3|mhci|seq945	antigen137|Q5HHB7|BA000018.3|mhci|seq945
antigen137|Q5HHB7|BA000018.3|mhci|seq945	antigen137|Q5HHB7|CP002114.3|mhci|seq929
antigen137|Q5HHB7|BA000018.3|mhci|seq977	antigen137|Q5HHB7|BA000018.3|mhci|seq977
antigen137|Q5HHB7|BA000018.3|mhci|seq977	antigen137|Q5HHB7|CP002114.3|mhci|seq961
antigen137|Q5HHB7|BA000018.3|mhci|seq1009	antigen137|Q5HHB7|BA000018.3|mhci|seq1009
antigen137|Q5HHB7|BA000018.3|mhci|seq1041	antigen137|Q5HHB7|BA000018.3|mhci|seq1041
antigen137|Q5HHB7|BA000018.3|mhci|seq1041	antigen137|Q5HHB7|CP002114.3|mhci|seq1037
antigen137|Q5HHB7|BA000018.3|mhci|seq1073	antigen137|Q5HHB7|BA000018.3|mhci|seq1073
antigen137|Q5HHB7|BA000018.3|mhci|seq1073	antigen137|Q5HHB7|CP002114.3|mhci|seq1069
antigen137|Q5HHB7|BA000018.3|mhci|seq1105	antigen137|Q5HHB7|BA000018.3|mhci|seq1105
antigen137|Q5HHB7|BA000018.3|mhci|seq1105	antigen137|Q5HHB7|CP002114.3|mhci|seq1101
antigen137|Q5HHB7|BA000018.3|mhci|seq1105	antigen137|Q5HHB7|BA000018.3|mhci|seq1106
antigen137|Q5HHB7|BA000018.3|mhci|seq1105	antigen137|Q5HHB7|CP002114.3|mhci|seq1102
antigen137|Q5HHB7|BA000018.3|mhci|seq1137	antigen137|Q5HHB7|BA000018.3|mhci|seq1137
antigen137|Q5HHB7|BA000018.3|mhci|seq1137	antigen137|Q5HHB7|CP002114.3|mhci|seq1133
antigen137|Q5HHB7|BA000018.3|mhci|seq1169	antigen137|Q5HHB7|BA000018.3|mhci|seq1169
antigen137|Q5HHB7|BA000018.3|mhci|seq1169	antigen137|Q5HHB7|CP002114.3|mhci|seq1165
antigen137|Q5HHB7|BA000018.3|mhci|seq1201	antigen137|Q5HHB7|BA000018.3|mhci|seq1201
antigen137|Q5HHB7|BA000018.3|mhci|seq1361	antigen137|Q5HHB7|BA000018.3|mhci|seq1361
antigen137|Q5HHB7|BA000018.3|mhci|seq1457	antigen137|Q5HHB7|BA000018.3|mhci|seq1457
antigen137|Q5HHB7|BA000018.3|mhci|seq1489	antigen137|Q5HHB7|BA000018.3|mhci|seq1489
antigen137|Q5HHB7|BA000018.3|mhci|seq1681	antigen137|Q5HHB7|BA000018.3|mhci|seq1681
antigen137|Q5HHB7|BA000018.3|mhci|seq1745	antigen137|Q5HHB7|BA000018.3|mhci|seq1745
antigen137|Q5HHB7|BA000018.3|mhci|seq2481	antigen137|Q5HHB7|BA000018.3|mhci|seq2481
antigen137|Q5HHB7|BA000018.3|mhci|seq2737	antigen137|Q5HHB7|BA000018.3|mhci|seq2737
antigen137|Q5HHB7|BA000018.3|mhci|seq2801	antigen137|Q5HHB7|BA000018.3|mhci|seq2801
antigen137|Q5HHB7|BA000018.3|mhci|seq2993	antigen137|Q5HHB7|BA000018.3|mhci|seq2993
antigen137|Q5HHB7|BA000018.3|mhci|seq2993	antigen137|Q5HHB7|CP002114.3|mhci|seq2989
antigen137|Q5HHB7|BA000018.3|mhci|seq3025	antigen137|Q5HHB7|BA000018.3|mhci|seq3025
antigen137|Q5HHB7|BA000018.3|mhci|seq3025	antigen137|Q5HHB7|CP002114.3|mhci|seq3021
antigen137|Q5HHB7|BA000018.3|mhci|seq3057	antigen137|Q5HHB7|BA000018.3|mhci|seq3057
antigen137|Q5HHB7|BA000018.3|mhci|seq3153	antigen137|Q5HHB7|BA000018.3|mhci|seq3153
antigen137|Q5HHB7|BA000018.3|mhci|seq3185	antigen137|Q5HHB7|BA000018.3|mhci|seq3185
antigen137|Q5HHB7|BA000018.3|mhci|seq3313	antigen137|Q5HHB7|BA000018.3|mhci|seq3313
antigen137|Q5HHB7|BA000018.3|mhci|seq3345	antigen137|Q5HHB7|BA000018.3|mhci|seq3345
antigen137|Q5HHB7|BA000018.3|mhci|seq3409	antigen137|Q5HHB7|BA000018.3|mhci|seq3409
antigen137|Q5HHB7|BA000018.3|mhci|seq3441	antigen137|Q5HHB7|BA000018.3|mhci|seq3441
antigen137|Q5HHB7|BA000018.3|mhci|seq3505	antigen137|Q5HHB7|BA000018.3|mhci|seq3505
antigen137|Q5HHB7|BA000018.3|mhci|seq3505	antigen137|Q5HHB7|CP002114.3|mhci|seq3501
antigen137|Q5HHB7|BA000018.3|mhci|seq3665	antigen137|Q5HHB7|BA000018.3|mhci|seq3665
