antigen63|P65177|HE681097.1|mhci|seq669	antigen63|P65177|HE681097.1|mhci|seq669
antigen63|P65177|CP002114.3|mhci|seq895	antigen63|P65177|BA000018.3|mhci|seq891
antigen63|P65177|CP002114.3|mhci|seq895	antigen63|P65177|HE681097.1|mhci|seq895
antigen63|P65177|CP002114.3|mhci|seq895	antigen63|P65177|BX571857.1|mhci|seq887
antigen63|P65177|BX571857.1|mhci|seq354	antigen63|P65177|BX571857.1|mhci|seq354
antigen63|P65177|BX571857.1|mhci|seq354	antigen63|P65177|HE681097.1|mhci|seq346
antigen63|P65177|BX571857.1|mhci|seq354	antigen63|P65177|BA000018.3|mhci|seq362
antigen63|P65177|BX571857.1|mhci|seq354	antigen63|P65177|CP002114.3|mhci|seq346
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|BX571857.1|mhci|seq386
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|CP002114.3|mhci|seq386
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|BA000018.3|mhci|seq394
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|HE681097.1|mhci|seq386
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|BX571857.1|mhci|seq385
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|CP002114.3|mhci|seq385
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|BA000018.3|mhci|seq393
antigen63|P65177|BX571857.1|mhci|seq386	antigen63|P65177|HE681097.1|mhci|seq385
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|BX571857.1|mhci|seq514
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|HE681097.1|mhci|seq534
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|BA000018.3|mhci|seq522
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|CP002114.3|mhci|seq534
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|BX571857.1|mhci|seq513
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|HE681097.1|mhci|seq533
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|BA000018.3|mhci|seq521
antigen63|P65177|BX571857.1|mhci|seq514	antigen63|P65177|CP002114.3|mhci|seq533
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|BX571857.1|mhci|seq546
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|HE681097.1|mhci|seq570
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|BA000018.3|mhci|seq554
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|CP002114.3|mhci|seq570
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|BX571857.1|mhci|seq545
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|HE681097.1|mhci|seq569
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|BA000018.3|mhci|seq553
antigen63|P65177|BX571857.1|mhci|seq546	antigen63|P65177|CP002114.3|mhci|seq569
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|BX571857.1|mhci|seq738
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|HE681097.1|mhci|seq27
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|BA000018.3|mhci|seq742
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|CP002114.3|mhci|seq27
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|BX571857.1|mhci|seq737
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|HE681097.1|mhci|seq26
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|BA000018.3|mhci|seq741
antigen63|P65177|BX571857.1|mhci|seq738	antigen63|P65177|CP002114.3|mhci|seq26
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BX571857.1|mhci|seq802
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|HE681097.1|mhci|seq826
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BA000018.3|mhci|seq806
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|CP002114.3|mhci|seq826
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BA000018.3|mhci|seq793
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|HE681097.1|mhci|seq817
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|CP002114.3|mhci|seq817
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BX571857.1|mhci|seq789
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BX571857.1|mhci|seq801
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|HE681097.1|mhci|seq825
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BA000018.3|mhci|seq805
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|CP002114.3|mhci|seq825
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BA000018.3|mhci|seq792
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|HE681097.1|mhci|seq816
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|CP002114.3|mhci|seq816
antigen63|P65177|BX571857.1|mhci|seq802	antigen63|P65177|BX571857.1|mhci|seq788
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|BX571857.1|mhci|seq834
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|HE681097.1|mhci|seq854
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|BA000018.3|mhci|seq838
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|CP002114.3|mhci|seq854
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|BX571857.1|mhci|seq833
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|HE681097.1|mhci|seq853
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|BA000018.3|mhci|seq837
antigen63|P65177|BX571857.1|mhci|seq834	antigen63|P65177|CP002114.3|mhci|seq853
antigen63|P65177|HE681097.1|mhci|seq12	antigen63|P65177|HE681097.1|mhci|seq12
antigen63|P65177|HE681097.1|mhci|seq12	antigen63|P65177|BX571857.1|mhci|seq12
antigen63|P65177|HE681097.1|mhci|seq12	antigen63|P65177|CP002114.3|mhci|seq12
antigen63|P65177|HE681097.1|mhci|seq12	antigen63|P65177|BA000018.3|mhci|seq12
antigen63|P65177|HE681097.1|mhci|seq76	antigen63|P65177|HE681097.1|mhci|seq76
antigen63|P65177|HE681097.1|mhci|seq76	antigen63|P65177|BX571857.1|mhci|seq68
antigen63|P65177|HE681097.1|mhci|seq76	antigen63|P65177|CP002114.3|mhci|seq76
antigen63|P65177|HE681097.1|mhci|seq76	antigen63|P65177|BA000018.3|mhci|seq72
antigen63|P65177|HE681097.1|mhci|seq108	antigen63|P65177|HE681097.1|mhci|seq108
antigen63|P65177|HE681097.1|mhci|seq140	antigen63|P65177|HE681097.1|mhci|seq140
antigen63|P65177|HE681097.1|mhci|seq140	antigen63|P65177|CP002114.3|mhci|seq140
antigen63|P65177|HE681097.1|mhci|seq140	antigen63|P65177|BX571857.1|mhci|seq144
antigen63|P65177|HE681097.1|mhci|seq140	antigen63|P65177|BA000018.3|mhci|seq144
antigen63|P65177|HE681097.1|mhci|seq236	antigen63|P65177|HE681097.1|mhci|seq236
antigen63|P65177|HE681097.1|mhci|seq236	antigen63|P65177|CP002114.3|mhci|seq236
antigen63|P65177|HE681097.1|mhci|seq236	antigen63|P65177|BA000018.3|mhci|seq228
antigen63|P65177|HE681097.1|mhci|seq236	antigen63|P65177|BX571857.1|mhci|seq224
antigen63|P65177|HE681097.1|mhci|seq396	antigen63|P65177|HE681097.1|mhci|seq396
antigen63|P65177|HE681097.1|mhci|seq524	antigen63|P65177|HE681097.1|mhci|seq524
antigen63|P65177|HE681097.1|mhci|seq524	antigen63|P65177|BA000018.3|mhci|seq508
antigen63|P65177|HE681097.1|mhci|seq524	antigen63|P65177|CP002114.3|mhci|seq524
antigen63|P65177|HE681097.1|mhci|seq524	antigen63|P65177|BX571857.1|mhci|seq500
antigen63|P65177|HE681097.1|mhci|seq556	antigen63|P65177|HE681097.1|mhci|seq556
antigen63|P65177|HE681097.1|mhci|seq556	antigen63|P65177|BX571857.1|mhci|seq584
antigen63|P65177|HE681097.1|mhci|seq556	antigen63|P65177|CP002114.3|mhci|seq556
antigen63|P65177|HE681097.1|mhci|seq556	antigen63|P65177|BA000018.3|mhci|seq592
antigen63|P65177|HE681097.1|mhci|seq716	antigen63|P65177|HE681097.1|mhci|seq716
antigen63|P65177|HE681097.1|mhci|seq716	antigen63|P65177|BA000018.3|mhci|seq696
antigen63|P65177|HE681097.1|mhci|seq716	antigen63|P65177|CP002114.3|mhci|seq716
antigen63|P65177|HE681097.1|mhci|seq716	antigen63|P65177|BX571857.1|mhci|seq692
antigen63|P65177|HE681097.1|mhci|seq748	antigen63|P65177|HE681097.1|mhci|seq748
antigen63|P65177|HE681097.1|mhci|seq844	antigen63|P65177|HE681097.1|mhci|seq844
antigen63|P65177|HE681097.1|mhci|seq876	antigen63|P65177|HE681097.1|mhci|seq876
antigen63|P65177|BA000018.3|mhci|seq310	antigen63|P65177|BA000018.3|mhci|seq310
antigen63|P65177|BA000018.3|mhci|seq310	antigen63|P65177|BA000018.3|mhci|seq311
antigen63|P65177|BA000018.3|mhci|seq502	antigen63|P65177|BA000018.3|mhci|seq502
antigen63|P65177|BA000018.3|mhci|seq566	antigen63|P65177|BA000018.3|mhci|seq566
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|BA000018.3|mhci|seq630
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|CP002114.3|mhci|seq642
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|BX571857.1|mhci|seq626
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|HE681097.1|mhci|seq642
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|BA000018.3|mhci|seq629
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|CP002114.3|mhci|seq641
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|BX571857.1|mhci|seq625
antigen63|P65177|BA000018.3|mhci|seq630	antigen63|P65177|HE681097.1|mhci|seq641
antigen63|P65177|BA000018.3|mhci|seq694	antigen63|P65177|BA000018.3|mhci|seq694
antigen63|P65177|BA000018.3|mhci|seq694	antigen63|P65177|CP002114.3|mhci|seq710
antigen63|P65177|BA000018.3|mhci|seq694	antigen63|P65177|BX571857.1|mhci|seq690
antigen63|P65177|BA000018.3|mhci|seq694	antigen63|P65177|HE681097.1|mhci|seq710
antigen63|P65177|BA000018.3|mhci|seq758	antigen63|P65177|BA000018.3|mhci|seq758
antigen63|P65177|BA000018.3|mhci|seq918	antigen63|P65177|BA000018.3|mhci|seq918
antigen63|P65177|CP002114.3|mhci|seq96	antigen63|P65177|CP002114.3|mhci|seq96
antigen63|P65177|CP002114.3|mhci|seq96	antigen63|P65177|BA000018.3|mhci|seq92
antigen63|P65177|CP002114.3|mhci|seq96	antigen63|P65177|BX571857.1|mhci|seq84
antigen63|P65177|CP002114.3|mhci|seq96	antigen63|P65177|HE681097.1|mhci|seq96
antigen63|P65177|CP002114.3|mhci|seq128	antigen63|P65177|CP002114.3|mhci|seq128
antigen63|P65177|CP002114.3|mhci|seq128	antigen63|P65177|BA000018.3|mhci|seq120
antigen63|P65177|CP002114.3|mhci|seq128	antigen63|P65177|BX571857.1|mhci|seq112
antigen63|P65177|CP002114.3|mhci|seq128	antigen63|P65177|HE681097.1|mhci|seq128
antigen63|P65177|CP002114.3|mhci|seq224	antigen63|P65177|CP002114.3|mhci|seq224
antigen63|P65177|CP002114.3|mhci|seq256	antigen63|P65177|CP002114.3|mhci|seq256
antigen63|P65177|CP002114.3|mhci|seq384	antigen63|P65177|CP002114.3|mhci|seq384
antigen63|P65177|CP002114.3|mhci|seq384	antigen63|P65177|BA000018.3|mhci|seq392
antigen63|P65177|CP002114.3|mhci|seq384	antigen63|P65177|HE681097.1|mhci|seq384
antigen63|P65177|CP002114.3|mhci|seq384	antigen63|P65177|BX571857.1|mhci|seq384
antigen63|P65177|CP002114.3|mhci|seq416	antigen63|P65177|CP002114.3|mhci|seq416
antigen63|P65177|CP002114.3|mhci|seq416	antigen63|P65177|BX571857.1|mhci|seq680
antigen63|P65177|CP002114.3|mhci|seq416	antigen63|P65177|HE681097.1|mhci|seq416
antigen63|P65177|CP002114.3|mhci|seq416	antigen63|P65177|BA000018.3|mhci|seq684
antigen63|P65177|CP002114.3|mhci|seq480	antigen63|P65177|CP002114.3|mhci|seq480
antigen63|P65177|CP002114.3|mhci|seq512	antigen63|P65177|CP002114.3|mhci|seq512
antigen63|P65177|CP002114.3|mhci|seq512	antigen63|P65177|BX571857.1|mhci|seq488
antigen63|P65177|CP002114.3|mhci|seq512	antigen63|P65177|HE681097.1|mhci|seq512
antigen63|P65177|CP002114.3|mhci|seq512	antigen63|P65177|BA000018.3|mhci|seq496
antigen63|P65177|CP002114.3|mhci|seq576	antigen63|P65177|CP002114.3|mhci|seq576
antigen63|P65177|CP002114.3|mhci|seq576	antigen63|P65177|BA000018.3|mhci|seq580
antigen63|P65177|CP002114.3|mhci|seq576	antigen63|P65177|HE681097.1|mhci|seq576
antigen63|P65177|CP002114.3|mhci|seq576	antigen63|P65177|BX571857.1|mhci|seq572
antigen63|P65177|CP002114.3|mhci|seq608	antigen63|P65177|CP002114.3|mhci|seq608
antigen63|P65177|CP002114.3|mhci|seq608	antigen63|P65177|BA000018.3|mhci|seq600
antigen63|P65177|CP002114.3|mhci|seq608	antigen63|P65177|BX571857.1|mhci|seq592
antigen63|P65177|CP002114.3|mhci|seq608	antigen63|P65177|HE681097.1|mhci|seq608
antigen63|P65177|CP002114.3|mhci|seq640	antigen63|P65177|CP002114.3|mhci|seq640
antigen63|P65177|CP002114.3|mhci|seq640	antigen63|P65177|BX571857.1|mhci|seq624
antigen63|P65177|CP002114.3|mhci|seq640	antigen63|P65177|HE681097.1|mhci|seq640
antigen63|P65177|CP002114.3|mhci|seq640	antigen63|P65177|BA000018.3|mhci|seq628
antigen63|P65177|CP002114.3|mhci|seq704	antigen63|P65177|CP002114.3|mhci|seq704
antigen63|P65177|CP002114.3|mhci|seq704	antigen63|P65177|BX571857.1|mhci|seq420
antigen63|P65177|CP002114.3|mhci|seq704	antigen63|P65177|HE681097.1|mhci|seq704
antigen63|P65177|CP002114.3|mhci|seq704	antigen63|P65177|BA000018.3|mhci|seq428
antigen63|P65177|CP002114.3|mhci|seq800	antigen63|P65177|CP002114.3|mhci|seq800
antigen63|P65177|CP002114.3|mhci|seq864	antigen63|P65177|CP002114.3|mhci|seq864
antigen63|P65177|CP002114.3|mhci|seq864	antigen63|P65177|BA000018.3|mhci|seq856
antigen63|P65177|CP002114.3|mhci|seq864	antigen63|P65177|BX571857.1|mhci|seq852
antigen63|P65177|CP002114.3|mhci|seq864	antigen63|P65177|HE681097.1|mhci|seq864
antigen63|P65177|CP002114.3|mhci|seq896	antigen63|P65177|CP002114.3|mhci|seq896
antigen63|P65177|CP002114.3|mhci|seq896	antigen63|P65177|BA000018.3|mhci|seq892
antigen63|P65177|CP002114.3|mhci|seq896	antigen63|P65177|HE681097.1|mhci|seq896
antigen63|P65177|CP002114.3|mhci|seq896	antigen63|P65177|BX571857.1|mhci|seq888
antigen63|P65177|BX571857.1|mhci|seq163	antigen63|P65177|BX571857.1|mhci|seq163
antigen63|P65177|BX571857.1|mhci|seq163	antigen63|P65177|BX571857.1|mhci|seq162
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|BX571857.1|mhci|seq195
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|HE681097.1|mhci|seq211
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|BA000018.3|mhci|seq199
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|CP002114.3|mhci|seq211
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|BX571857.1|mhci|seq194
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|HE681097.1|mhci|seq210
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|BA000018.3|mhci|seq198
antigen63|P65177|BX571857.1|mhci|seq195	antigen63|P65177|CP002114.3|mhci|seq210
antigen63|P65177|BX571857.1|mhci|seq355	antigen63|P65177|BX571857.1|mhci|seq355
antigen63|P65177|BX571857.1|mhci|seq355	antigen63|P65177|HE681097.1|mhci|seq347
antigen63|P65177|BX571857.1|mhci|seq355	antigen63|P65177|BA000018.3|mhci|seq363
antigen63|P65177|BX571857.1|mhci|seq355	antigen63|P65177|CP002114.3|mhci|seq347
antigen63|P65177|BX571857.1|mhci|seq579	antigen63|P65177|BX571857.1|mhci|seq579
antigen63|P65177|BX571857.1|mhci|seq579	antigen63|P65177|HE681097.1|mhci|seq591
antigen63|P65177|BX571857.1|mhci|seq579	antigen63|P65177|CP002114.3|mhci|seq591
antigen63|P65177|BX571857.1|mhci|seq579	antigen63|P65177|BA000018.3|mhci|seq587
antigen63|P65177|BX571857.1|mhci|seq611	antigen63|P65177|BX571857.1|mhci|seq611
antigen63|P65177|BX571857.1|mhci|seq611	antigen63|P65177|HE681097.1|mhci|seq623
antigen63|P65177|BX571857.1|mhci|seq611	antigen63|P65177|CP002114.3|mhci|seq623
antigen63|P65177|BX571857.1|mhci|seq611	antigen63|P65177|BA000018.3|mhci|seq619
antigen63|P65177|BX571857.1|mhci|seq643	antigen63|P65177|BX571857.1|mhci|seq643
antigen63|P65177|BX571857.1|mhci|seq643	antigen63|P65177|HE681097.1|mhci|seq659
antigen63|P65177|BX571857.1|mhci|seq643	antigen63|P65177|BA000018.3|mhci|seq647
antigen63|P65177|BX571857.1|mhci|seq643	antigen63|P65177|CP002114.3|mhci|seq659
antigen63|P65177|BX571857.1|mhci|seq675	antigen63|P65177|BX571857.1|mhci|seq675
antigen63|P65177|BX571857.1|mhci|seq771	antigen63|P65177|BX571857.1|mhci|seq771
antigen63|P65177|BX571857.1|mhci|seq835	antigen63|P65177|BX571857.1|mhci|seq835
antigen63|P65177|BX571857.1|mhci|seq899	antigen63|P65177|BX571857.1|mhci|seq899
antigen63|P65177|HE681097.1|mhci|seq13	antigen63|P65177|HE681097.1|mhci|seq13
antigen63|P65177|HE681097.1|mhci|seq13	antigen63|P65177|CP002114.3|mhci|seq13
antigen63|P65177|HE681097.1|mhci|seq13	antigen63|P65177|BX571857.1|mhci|seq17
antigen63|P65177|HE681097.1|mhci|seq13	antigen63|P65177|BA000018.3|mhci|seq17
antigen63|P65177|HE681097.1|mhci|seq77	antigen63|P65177|HE681097.1|mhci|seq77
antigen63|P65177|HE681097.1|mhci|seq77	antigen63|P65177|BX571857.1|mhci|seq69
antigen63|P65177|HE681097.1|mhci|seq77	antigen63|P65177|CP002114.3|mhci|seq77
antigen63|P65177|HE681097.1|mhci|seq77	antigen63|P65177|BA000018.3|mhci|seq73
antigen63|P65177|HE681097.1|mhci|seq109	antigen63|P65177|HE681097.1|mhci|seq109
antigen63|P65177|HE681097.1|mhci|seq141	antigen63|P65177|HE681097.1|mhci|seq141
antigen63|P65177|HE681097.1|mhci|seq141	antigen63|P65177|CP002114.3|mhci|seq141
antigen63|P65177|HE681097.1|mhci|seq141	antigen63|P65177|BX571857.1|mhci|seq145
antigen63|P65177|HE681097.1|mhci|seq141	antigen63|P65177|BA000018.3|mhci|seq145
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|HE681097.1|mhci|seq557
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|BX571857.1|mhci|seq585
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|CP002114.3|mhci|seq557
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|BA000018.3|mhci|seq593
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|HE681097.1|mhci|seq558
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|BX571857.1|mhci|seq586
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|CP002114.3|mhci|seq558
antigen63|P65177|HE681097.1|mhci|seq557	antigen63|P65177|BA000018.3|mhci|seq594
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|HE681097.1|mhci|seq717
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|BA000018.3|mhci|seq697
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|CP002114.3|mhci|seq717
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|BX571857.1|mhci|seq693
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|HE681097.1|mhci|seq718
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|BA000018.3|mhci|seq698
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|CP002114.3|mhci|seq718
antigen63|P65177|HE681097.1|mhci|seq717	antigen63|P65177|BX571857.1|mhci|seq694
antigen63|P65177|HE681097.1|mhci|seq845	antigen63|P65177|HE681097.1|mhci|seq845
antigen63|P65177|BA000018.3|mhci|seq55	antigen63|P65177|BA000018.3|mhci|seq55
antigen63|P65177|BA000018.3|mhci|seq55	antigen63|P65177|BX571857.1|mhci|seq837
antigen63|P65177|BA000018.3|mhci|seq55	antigen63|P65177|BA000018.3|mhci|seq841
antigen63|P65177|BA000018.3|mhci|seq55	antigen63|P65177|BA000018.3|mhci|seq54
antigen63|P65177|BA000018.3|mhci|seq55	antigen63|P65177|BX571857.1|mhci|seq622
antigen63|P65177|BA000018.3|mhci|seq55	antigen63|P65177|HE681097.1|mhci|seq638
antigen63|P65177|BA000018.3|mhci|seq55	antigen63|P65177|CP002114.3|mhci|seq638
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|BA000018.3|mhci|seq151
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|HE681097.1|mhci|seq147
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|CP002114.3|mhci|seq147
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|BX571857.1|mhci|seq151
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|BA000018.3|mhci|seq150
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|HE681097.1|mhci|seq146
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|CP002114.3|mhci|seq146
antigen63|P65177|BA000018.3|mhci|seq151	antigen63|P65177|BX571857.1|mhci|seq150
antigen63|P65177|BA000018.3|mhci|seq407	antigen63|P65177|BA000018.3|mhci|seq407
antigen63|P65177|BA000018.3|mhci|seq535	antigen63|P65177|BA000018.3|mhci|seq535
antigen63|P65177|BA000018.3|mhci|seq535	antigen63|P65177|CP002114.3|mhci|seq547
antigen63|P65177|BA000018.3|mhci|seq535	antigen63|P65177|BX571857.1|mhci|seq527
antigen63|P65177|BA000018.3|mhci|seq535	antigen63|P65177|HE681097.1|mhci|seq547
antigen63|P65177|BA000018.3|mhci|seq631	antigen63|P65177|BA000018.3|mhci|seq631
antigen63|P65177|BA000018.3|mhci|seq791	antigen63|P65177|BA000018.3|mhci|seq791
antigen63|P65177|BA000018.3|mhci|seq823	antigen63|P65177|BA000018.3|mhci|seq823
antigen63|P65177|CP002114.3|mhci|seq97	antigen63|P65177|CP002114.3|mhci|seq97
antigen63|P65177|CP002114.3|mhci|seq97	antigen63|P65177|BA000018.3|mhci|seq93
antigen63|P65177|CP002114.3|mhci|seq97	antigen63|P65177|BX571857.1|mhci|seq85
antigen63|P65177|CP002114.3|mhci|seq97	antigen63|P65177|HE681097.1|mhci|seq97
antigen63|P65177|CP002114.3|mhci|seq129	antigen63|P65177|CP002114.3|mhci|seq129
antigen63|P65177|CP002114.3|mhci|seq129	antigen63|P65177|BA000018.3|mhci|seq121
antigen63|P65177|CP002114.3|mhci|seq129	antigen63|P65177|BX571857.1|mhci|seq113
antigen63|P65177|CP002114.3|mhci|seq129	antigen63|P65177|HE681097.1|mhci|seq129
antigen63|P65177|CP002114.3|mhci|seq225	antigen63|P65177|CP002114.3|mhci|seq225
antigen63|P65177|CP002114.3|mhci|seq257	antigen63|P65177|CP002114.3|mhci|seq257
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|CP002114.3|mhci|seq513
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|BX571857.1|mhci|seq489
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|HE681097.1|mhci|seq513
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|BA000018.3|mhci|seq497
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|CP002114.3|mhci|seq514
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|BX571857.1|mhci|seq490
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|HE681097.1|mhci|seq514
antigen63|P65177|CP002114.3|mhci|seq513	antigen63|P65177|BA000018.3|mhci|seq498
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|CP002114.3|mhci|seq609
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|BA000018.3|mhci|seq601
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|BX571857.1|mhci|seq593
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|HE681097.1|mhci|seq609
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|BX571857.1|mhci|seq594
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|BA000018.3|mhci|seq602
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|HE681097.1|mhci|seq610
antigen63|P65177|CP002114.3|mhci|seq609	antigen63|P65177|CP002114.3|mhci|seq610
antigen63|P65177|CP002114.3|mhci|seq897	antigen63|P65177|CP002114.3|mhci|seq897
antigen63|P65177|CP002114.3|mhci|seq897	antigen63|P65177|BA000018.3|mhci|seq893
antigen63|P65177|CP002114.3|mhci|seq897	antigen63|P65177|HE681097.1|mhci|seq897
antigen63|P65177|CP002114.3|mhci|seq897	antigen63|P65177|BX571857.1|mhci|seq889
