antigen41|Q5HEC4|BA000018.3|mhcii|seq5894	antigen41|Q5HEC4|BA000018.3|mhcii|seq5894
antigen41|Q5HEC4|BA000018.3|mhcii|seq8994	antigen41|Q5HEC4|BA000018.3|mhcii|seq6208
antigen41|Q5HEC4|BA000018.3|mhcii|seq8994	antigen41|Q5HEC4|BA000018.3|mhcii|seq8992
antigen41|Q5HEC4|BA000018.3|mhcii|seq9250	antigen41|Q5HEC4|BA000018.3|mhcii|seq9250
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq285
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq284
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq70
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq71
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq295
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq72
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq296
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1000
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq297
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1001
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq298
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1002
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq299
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1003
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq300
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq588
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq589
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq400
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq720
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq401
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq721
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq402
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq722
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq403
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq723
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq404
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1492
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1493
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1494
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1495
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq280
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq1496
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq281
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq282
antigen41|Q5HEC4|CP000253.1|mhcii|seq285	antigen41|Q5HEC4|CP000253.1|mhcii|seq283
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq701
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq82
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq700
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq81
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq702
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq83
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq703
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq84
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq704
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq698
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq79
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq699
antigen41|Q5HEC4|CP000253.1|mhcii|seq701	antigen41|Q5HEC4|CP000253.1|mhcii|seq80
antigen41|Q5HEC4|BA000018.3|mhcii|seq2883	antigen41|Q5HEC4|BA000018.3|mhcii|seq2883
antigen41|Q5HEC4|BA000018.3|mhcii|seq3043	antigen41|Q5HEC4|BA000018.3|mhcii|seq3043
antigen41|Q5HEC4|BA000018.3|mhcii|seq3043	antigen41|Q5HEC4|BA000018.3|mhcii|seq3044
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3267
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq1857
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3265
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq7969
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq1858
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3266
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq7970
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq1859
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq7971
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq1860
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq7972
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq7973
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq7974
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5543
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5544
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3337
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3338
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3339
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3340
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5164
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3341
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5165
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3342
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5166
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5167
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5168
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq5169
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3282
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6035
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6036
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6037
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6038
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6039
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6808
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6809
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3930
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6810
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3931
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6811
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3932
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6812
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3933
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6813
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3262
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6526
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq1855
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3263
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6527
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq1856
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq3264
antigen41|Q5HEC4|BA000018.3|mhcii|seq3267	antigen41|Q5HEC4|BA000018.3|mhcii|seq6528
antigen41|Q5HEC4|BA000018.3|mhcii|seq3555	antigen41|Q5HEC4|BA000018.3|mhcii|seq3555
antigen41|Q5HEC4|BA000018.3|mhcii|seq3875	antigen41|Q5HEC4|BA000018.3|mhcii|seq3875
antigen41|Q5HEC4|BA000018.3|mhcii|seq3875	antigen41|Q5HEC4|BA000018.3|mhcii|seq3874
antigen41|Q5HEC4|BA000018.3|mhcii|seq3875	antigen41|Q5HEC4|BA000018.3|mhcii|seq228
antigen41|Q5HEC4|BA000018.3|mhcii|seq3875	antigen41|Q5HEC4|BA000018.3|mhcii|seq5545
antigen41|Q5HEC4|BA000018.3|mhcii|seq3875	antigen41|Q5HEC4|BA000018.3|mhcii|seq2059
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq4995
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq481
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq993
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq482
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq992
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq4993
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq1203
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq4994
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq1201
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq1202
antigen41|Q5HEC4|BA000018.3|mhcii|seq4995	antigen41|Q5HEC4|BA000018.3|mhcii|seq991
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5027
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq4801
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5025
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5249
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5026
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5250
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq1187
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5251
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq1188
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5028
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5252
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq9284
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq1189
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5029
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq8261
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq9285
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq1190
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5030
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq8262
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq9286
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq1191
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq9287
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq3816
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq3817
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq3818
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq3819
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq3820
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq3821
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq4799
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq4800
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5024
antigen41|Q5HEC4|BA000018.3|mhcii|seq5027	antigen41|Q5HEC4|BA000018.3|mhcii|seq5248
antigen41|Q5HEC4|BA000018.3|mhcii|seq5155	antigen41|Q5HEC4|BA000018.3|mhcii|seq5155
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq5187
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq5188
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq5189
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq5185
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq5186
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq3493
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq3494
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq3495
antigen41|Q5HEC4|BA000018.3|mhcii|seq5187	antigen41|Q5HEC4|BA000018.3|mhcii|seq3496
antigen41|Q5HEC4|BA000018.3|mhcii|seq5635	antigen41|Q5HEC4|BA000018.3|mhcii|seq5635
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5859
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5857
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5858
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9476
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1285
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9477
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1286
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5062
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9478
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1287
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5063
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9479
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1288
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5064
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9480
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1289
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5065
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9481
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1290
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5066
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5067
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9259
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9260
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9261
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9262
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9263
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq8496
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq9264
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq8497
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq8498
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1555
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq8499
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1556
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq4436
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1557
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1558
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1559
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq1560
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq6905
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq6906
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq6907
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq3100
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq6908
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq3101
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq6909
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq3102
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5854
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq2655
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5855
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq2656
antigen41|Q5HEC4|BA000018.3|mhcii|seq5859	antigen41|Q5HEC4|BA000018.3|mhcii|seq5856
antigen41|Q5HEC4|BA000018.3|mhcii|seq5891	antigen41|Q5HEC4|BA000018.3|mhcii|seq5891
antigen41|Q5HEC4|BA000018.3|mhcii|seq392	antigen41|Q5HEC4|BA000018.3|mhcii|seq392
antigen41|Q5HEC4|BA000018.3|mhcii|seq424	antigen41|Q5HEC4|BA000018.3|mhcii|seq424
antigen41|Q5HEC4|BA000018.3|mhcii|seq872	antigen41|Q5HEC4|BA000018.3|mhcii|seq872
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq1128
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq3074
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq3075
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq3076
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq1126
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq1127
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq2497
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq8202
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq2498
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq8203
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq2496
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq3073
antigen41|Q5HEC4|BA000018.3|mhcii|seq1128	antigen41|Q5HEC4|BA000018.3|mhcii|seq8455
