antigen90|A5IRH5|BX571856.1|mhcii|seq225	antigen90|A5IRH5|BX571856.1|mhcii|seq225
antigen90|A5IRH5|BX571856.1|mhcii|seq1729	antigen90|A5IRH5|BX571856.1|mhcii|seq3071
antigen90|A5IRH5|BX571856.1|mhcii|seq1729	antigen90|A5IRH5|BX571856.1|mhcii|seq1728
antigen90|A5IRH5|BX571856.1|mhcii|seq1729	antigen90|A5IRH5|BX571856.1|mhcii|seq2144
antigen90|A5IRH5|BX571856.1|mhcii|seq1729	antigen90|A5IRH5|BX571856.1|mhcii|seq2784
antigen90|A5IRH5|BX571856.1|mhcii|seq1729	antigen90|A5IRH5|BX571856.1|mhcii|seq3072
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1985
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1986
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq334
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq558
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq335
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq559
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq560
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq561
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1587
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq2569
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1588
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1525
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq2537
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1526
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq2538
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1527
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq2539
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1528
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1854
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1982
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1983
antigen90|A5IRH5|BX571856.1|mhcii|seq1985	antigen90|A5IRH5|BX571856.1|mhcii|seq1984
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2177
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq833
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq834
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq835
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq836
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq837
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq234
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq235
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq236
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq237
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq238
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq239
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2292
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2293
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2294
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2295
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq923
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq924
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2172
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq3068
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq925
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2173
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq3069
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq926
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2174
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq3070
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq927
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2175
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq928
antigen90|A5IRH5|BX571856.1|mhcii|seq2177	antigen90|A5IRH5|BX571856.1|mhcii|seq2176
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq2209
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq2210
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq2211
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq2212
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq2208
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq376
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq375
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq377
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq378
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq379
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq570
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq569
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq571
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq572
antigen90|A5IRH5|BX571856.1|mhcii|seq2209	antigen90|A5IRH5|BX571856.1|mhcii|seq573
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2433
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1473
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2817
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq3041
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1474
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2818
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq3042
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1475
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq3043
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1476
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2372
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1477
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2373
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1478
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1547
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1548
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1549
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2064
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2065
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2066
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2738
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1299
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2067
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2739
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1300
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1428
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2740
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1301
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1429
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2741
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1302
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1430
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2742
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1303
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1431
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2743
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1304
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1432
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq89
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq1433
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2428
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2429
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2430
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2814
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq3038
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2431
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2815
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq3039
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2432
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq2816
antigen90|A5IRH5|BX571856.1|mhcii|seq2433	antigen90|A5IRH5|BX571856.1|mhcii|seq3040
antigen90|A5IRH5|BX571856.1|mhcii|seq2561	antigen90|A5IRH5|BX571856.1|mhcii|seq2561
antigen90|A5IRH5|BX571856.1|mhcii|seq2561	antigen90|A5IRH5|BX571856.1|mhcii|seq2562
antigen90|A5IRH5|BX571856.1|mhcii|seq2849	antigen90|A5IRH5|BX571856.1|mhcii|seq2849
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq3137
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2114
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2978
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2115
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2979
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2116
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2980
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2117
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2277
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2981
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2278
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2982
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2279
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2983
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2280
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1193
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2281
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2953
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq10
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1194
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq2282
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq11
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1195
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq12
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1196
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq13
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1197
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq14
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1198
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq15
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1136
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1137
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1138
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1368
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1369
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1785
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1370
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1786
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1371
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1787
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq732
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1372
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1788
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq3132
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq733
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1373
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq1789
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq3133
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq3134
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq3135
antigen90|A5IRH5|BX571856.1|mhcii|seq3137	antigen90|A5IRH5|BX571856.1|mhcii|seq3136
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq3297
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2663
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq3298
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2664
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq3299
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2665
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1958
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1959
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1960
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1737
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1961
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1738
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1962
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1739
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1740
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq429
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1325
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq430
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1326
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq431
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1327
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq432
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1328
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq433
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq434
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2230
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2614
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2231
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2615
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2232
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2616
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2233
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2617
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2234
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2618
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq3293
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2659
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1662
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq3294
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2660
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1663
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq3295
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2661
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq1664
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq3296
antigen90|A5IRH5|BX571856.1|mhcii|seq3297	antigen90|A5IRH5|BX571856.1|mhcii|seq2662
antigen90|A5IRH5|BX571856.1|mhcii|seq98	antigen90|A5IRH5|BX571856.1|mhcii|seq98
antigen90|A5IRH5|BX571856.1|mhcii|seq98	antigen90|A5IRH5|BX571856.1|mhcii|seq366
antigen90|A5IRH5|BX571856.1|mhcii|seq98	antigen90|A5IRH5|BX571856.1|mhcii|seq2676
antigen90|A5IRH5|BX571856.1|mhcii|seq98	antigen90|A5IRH5|BX571856.1|mhcii|seq367
antigen90|A5IRH5|BX571856.1|mhcii|seq98	antigen90|A5IRH5|BX571856.1|mhcii|seq368
antigen90|A5IRH5|BX571856.1|mhcii|seq98	antigen90|A5IRH5|BX571856.1|mhcii|seq2677
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq194
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq161
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq193
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq162
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq99
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq163
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq100
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq164
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq2020
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq101
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq2021
antigen90|A5IRH5|BX571856.1|mhcii|seq194	antigen90|A5IRH5|BX571856.1|mhcii|seq102
