antigen76|Q5HGQ3|BA000018.3|mhci|seq495	antigen76|Q5HGQ3|BA000018.3|mhci|seq495
antigen76|Q5HGQ3|BX571856.1|mhci|seq25	antigen76|Q5HGQ3|BA000018.3|mhci|seq26
antigen76|Q5HGQ3|BX571856.1|mhci|seq57	antigen76|Q5HGQ3|BX571856.1|mhci|seq57
antigen76|Q5HGQ3|BX571856.1|mhci|seq57	antigen76|Q5HGQ3|BA000018.3|mhci|seq57
antigen76|Q5HGQ3|BX571856.1|mhci|seq57	antigen76|Q5HGQ3|BX571856.1|mhci|seq58
antigen76|Q5HGQ3|BX571856.1|mhci|seq57	antigen76|Q5HGQ3|BA000018.3|mhci|seq58
antigen76|Q5HGQ3|BX571856.1|mhci|seq89	antigen76|Q5HGQ3|BX571856.1|mhci|seq89
antigen76|Q5HGQ3|BX571856.1|mhci|seq89	antigen76|Q5HGQ3|BA000018.3|mhci|seq89
antigen76|Q5HGQ3|BX571856.1|mhci|seq121	antigen76|Q5HGQ3|BX571856.1|mhci|seq121
antigen76|Q5HGQ3|BX571856.1|mhci|seq121	antigen76|Q5HGQ3|BA000018.3|mhci|seq121
antigen76|Q5HGQ3|BX571856.1|mhci|seq153	antigen76|Q5HGQ3|BX571856.1|mhci|seq153
antigen76|Q5HGQ3|BX571856.1|mhci|seq153	antigen76|Q5HGQ3|BA000018.3|mhci|seq153
antigen76|Q5HGQ3|BX571856.1|mhci|seq185	antigen76|Q5HGQ3|BX571856.1|mhci|seq185
antigen76|Q5HGQ3|BX571856.1|mhci|seq185	antigen76|Q5HGQ3|BA000018.3|mhci|seq185
antigen76|Q5HGQ3|BX571856.1|mhci|seq217	antigen76|Q5HGQ3|BX571856.1|mhci|seq217
antigen76|Q5HGQ3|BX571856.1|mhci|seq217	antigen76|Q5HGQ3|BA000018.3|mhci|seq217
antigen76|Q5HGQ3|BX571856.1|mhci|seq217	antigen76|Q5HGQ3|BX571856.1|mhci|seq218
antigen76|Q5HGQ3|BX571856.1|mhci|seq217	antigen76|Q5HGQ3|BA000018.3|mhci|seq218
antigen76|Q5HGQ3|BX571856.1|mhci|seq249	antigen76|Q5HGQ3|BX571856.1|mhci|seq249
antigen76|Q5HGQ3|BX571856.1|mhci|seq249	antigen76|Q5HGQ3|BA000018.3|mhci|seq249
antigen76|Q5HGQ3|BX571856.1|mhci|seq249	antigen76|Q5HGQ3|BX571856.1|mhci|seq250
antigen76|Q5HGQ3|BX571856.1|mhci|seq249	antigen76|Q5HGQ3|BA000018.3|mhci|seq250
antigen76|Q5HGQ3|BX571856.1|mhci|seq281	antigen76|Q5HGQ3|BX571856.1|mhci|seq281
antigen76|Q5HGQ3|BX571856.1|mhci|seq281	antigen76|Q5HGQ3|BA000018.3|mhci|seq281
antigen76|Q5HGQ3|BX571856.1|mhci|seq281	antigen76|Q5HGQ3|BX571856.1|mhci|seq282
antigen76|Q5HGQ3|BX571856.1|mhci|seq281	antigen76|Q5HGQ3|BA000018.3|mhci|seq282
antigen76|Q5HGQ3|BX571856.1|mhci|seq313	antigen76|Q5HGQ3|BX571856.1|mhci|seq313
antigen76|Q5HGQ3|BX571856.1|mhci|seq313	antigen76|Q5HGQ3|BA000018.3|mhci|seq313
antigen76|Q5HGQ3|BX571856.1|mhci|seq313	antigen76|Q5HGQ3|BX571856.1|mhci|seq314
antigen76|Q5HGQ3|BX571856.1|mhci|seq313	antigen76|Q5HGQ3|BA000018.3|mhci|seq314
antigen76|Q5HGQ3|BX571856.1|mhci|seq345	antigen76|Q5HGQ3|BX571856.1|mhci|seq345
antigen76|Q5HGQ3|BX571856.1|mhci|seq345	antigen76|Q5HGQ3|BA000018.3|mhci|seq345
antigen76|Q5HGQ3|BX571856.1|mhci|seq345	antigen76|Q5HGQ3|BX571856.1|mhci|seq346
antigen76|Q5HGQ3|BX571856.1|mhci|seq345	antigen76|Q5HGQ3|BA000018.3|mhci|seq346
antigen76|Q5HGQ3|BX571856.1|mhci|seq377	antigen76|Q5HGQ3|BX571856.1|mhci|seq377
antigen76|Q5HGQ3|BX571856.1|mhci|seq377	antigen76|Q5HGQ3|BA000018.3|mhci|seq377
antigen76|Q5HGQ3|BX571856.1|mhci|seq377	antigen76|Q5HGQ3|BX571856.1|mhci|seq378
antigen76|Q5HGQ3|BX571856.1|mhci|seq377	antigen76|Q5HGQ3|BA000018.3|mhci|seq378
antigen76|Q5HGQ3|BX571856.1|mhci|seq409	antigen76|Q5HGQ3|BX571856.1|mhci|seq409
antigen76|Q5HGQ3|BX571856.1|mhci|seq409	antigen76|Q5HGQ3|BA000018.3|mhci|seq409
antigen76|Q5HGQ3|BX571856.1|mhci|seq409	antigen76|Q5HGQ3|BX571856.1|mhci|seq410
antigen76|Q5HGQ3|BX571856.1|mhci|seq409	antigen76|Q5HGQ3|BA000018.3|mhci|seq410
antigen76|Q5HGQ3|BX571856.1|mhci|seq441	antigen76|Q5HGQ3|BX571856.1|mhci|seq441
antigen76|Q5HGQ3|BX571856.1|mhci|seq441	antigen76|Q5HGQ3|BA000018.3|mhci|seq441
antigen76|Q5HGQ3|BX571856.1|mhci|seq473	antigen76|Q5HGQ3|BX571856.1|mhci|seq473
antigen76|Q5HGQ3|BX571856.1|mhci|seq473	antigen76|Q5HGQ3|BA000018.3|mhci|seq473
antigen76|Q5HGQ3|BX571856.1|mhci|seq473	antigen76|Q5HGQ3|BX571856.1|mhci|seq474
antigen76|Q5HGQ3|BX571856.1|mhci|seq473	antigen76|Q5HGQ3|BA000018.3|mhci|seq474
antigen76|Q5HGQ3|BX571856.1|mhci|seq505	antigen76|Q5HGQ3|BX571856.1|mhci|seq505
antigen76|Q5HGQ3|BX571856.1|mhci|seq505	antigen76|Q5HGQ3|BA000018.3|mhci|seq505
antigen76|Q5HGQ3|BX571856.1|mhci|seq505	antigen76|Q5HGQ3|BX571856.1|mhci|seq506
antigen76|Q5HGQ3|BX571856.1|mhci|seq505	antigen76|Q5HGQ3|BA000018.3|mhci|seq506
antigen76|Q5HGQ3|BX571856.1|mhci|seq537	antigen76|Q5HGQ3|BX571856.1|mhci|seq537
antigen76|Q5HGQ3|BX571856.1|mhci|seq537	antigen76|Q5HGQ3|BA000018.3|mhci|seq537
antigen76|Q5HGQ3|BX571856.1|mhci|seq537	antigen76|Q5HGQ3|BX571856.1|mhci|seq538
antigen76|Q5HGQ3|BX571856.1|mhci|seq537	antigen76|Q5HGQ3|BA000018.3|mhci|seq538
antigen76|Q5HGQ3|BA000018.3|mhci|seq255	antigen76|Q5HGQ3|BA000018.3|mhci|seq255
antigen76|Q5HGQ3|BA000018.3|mhci|seq511	antigen76|Q5HGQ3|BA000018.3|mhci|seq511
antigen76|Q5HGQ3|BX571856.1|mhci|seq90	antigen76|Q5HGQ3|BX571856.1|mhci|seq90
antigen76|Q5HGQ3|BX571856.1|mhci|seq90	antigen76|Q5HGQ3|BA000018.3|mhci|seq90
antigen76|Q5HGQ3|BX571856.1|mhci|seq90	antigen76|Q5HGQ3|BX571856.1|mhci|seq91
antigen76|Q5HGQ3|BX571856.1|mhci|seq90	antigen76|Q5HGQ3|BA000018.3|mhci|seq91
antigen76|Q5HGQ3|BX571856.1|mhci|seq122	antigen76|Q5HGQ3|BX571856.1|mhci|seq122
antigen76|Q5HGQ3|BX571856.1|mhci|seq122	antigen76|Q5HGQ3|BA000018.3|mhci|seq122
antigen76|Q5HGQ3|BX571856.1|mhci|seq122	antigen76|Q5HGQ3|BX571856.1|mhci|seq123
antigen76|Q5HGQ3|BX571856.1|mhci|seq122	antigen76|Q5HGQ3|BA000018.3|mhci|seq123
antigen76|Q5HGQ3|BX571856.1|mhci|seq154	antigen76|Q5HGQ3|BX571856.1|mhci|seq154
antigen76|Q5HGQ3|BX571856.1|mhci|seq154	antigen76|Q5HGQ3|BA000018.3|mhci|seq154
antigen76|Q5HGQ3|BX571856.1|mhci|seq154	antigen76|Q5HGQ3|BX571856.1|mhci|seq155
antigen76|Q5HGQ3|BX571856.1|mhci|seq154	antigen76|Q5HGQ3|BA000018.3|mhci|seq155
antigen76|Q5HGQ3|BX571856.1|mhci|seq186	antigen76|Q5HGQ3|BX571856.1|mhci|seq186
antigen76|Q5HGQ3|BX571856.1|mhci|seq186	antigen76|Q5HGQ3|BA000018.3|mhci|seq186
antigen76|Q5HGQ3|BX571856.1|mhci|seq186	antigen76|Q5HGQ3|BX571856.1|mhci|seq187
antigen76|Q5HGQ3|BX571856.1|mhci|seq186	antigen76|Q5HGQ3|BA000018.3|mhci|seq187
antigen76|Q5HGQ3|BX571856.1|mhci|seq442	antigen76|Q5HGQ3|BX571856.1|mhci|seq442
antigen76|Q5HGQ3|BX571856.1|mhci|seq442	antigen76|Q5HGQ3|BA000018.3|mhci|seq442
antigen76|Q5HGQ3|BA000018.3|mhci|seq160	antigen76|Q5HGQ3|BA000018.3|mhci|seq160
antigen76|Q5HGQ3|BA000018.3|mhci|seq256	antigen76|Q5HGQ3|BA000018.3|mhci|seq256
antigen76|Q5HGQ3|BA000018.3|mhci|seq512	antigen76|Q5HGQ3|BA000018.3|mhci|seq512
antigen76|Q5HGQ3|BX571856.1|mhci|seq27	antigen76|Q5HGQ3|BX571856.1|mhci|seq27
antigen76|Q5HGQ3|BX571856.1|mhci|seq27	antigen76|Q5HGQ3|BA000018.3|mhci|seq27
antigen76|Q5HGQ3|BX571856.1|mhci|seq59	antigen76|Q5HGQ3|BX571856.1|mhci|seq59
antigen76|Q5HGQ3|BX571856.1|mhci|seq59	antigen76|Q5HGQ3|BA000018.3|mhci|seq59
antigen76|Q5HGQ3|BX571856.1|mhci|seq219	antigen76|Q5HGQ3|BX571856.1|mhci|seq219
antigen76|Q5HGQ3|BX571856.1|mhci|seq219	antigen76|Q5HGQ3|BA000018.3|mhci|seq219
antigen76|Q5HGQ3|BX571856.1|mhci|seq251	antigen76|Q5HGQ3|BX571856.1|mhci|seq251
antigen76|Q5HGQ3|BX571856.1|mhci|seq283	antigen76|Q5HGQ3|BX571856.1|mhci|seq283
antigen76|Q5HGQ3|BX571856.1|mhci|seq283	antigen76|Q5HGQ3|BA000018.3|mhci|seq283
antigen76|Q5HGQ3|BX571856.1|mhci|seq315	antigen76|Q5HGQ3|BX571856.1|mhci|seq315
antigen76|Q5HGQ3|BX571856.1|mhci|seq315	antigen76|Q5HGQ3|BA000018.3|mhci|seq315
antigen76|Q5HGQ3|BX571856.1|mhci|seq347	antigen76|Q5HGQ3|BX571856.1|mhci|seq347
antigen76|Q5HGQ3|BX571856.1|mhci|seq347	antigen76|Q5HGQ3|BA000018.3|mhci|seq347
antigen76|Q5HGQ3|BX571856.1|mhci|seq379	antigen76|Q5HGQ3|BX571856.1|mhci|seq379
antigen76|Q5HGQ3|BX571856.1|mhci|seq379	antigen76|Q5HGQ3|BA000018.3|mhci|seq379
antigen76|Q5HGQ3|BX571856.1|mhci|seq411	antigen76|Q5HGQ3|BX571856.1|mhci|seq411
antigen76|Q5HGQ3|BX571856.1|mhci|seq411	antigen76|Q5HGQ3|BA000018.3|mhci|seq411
antigen76|Q5HGQ3|BX571856.1|mhci|seq443	antigen76|Q5HGQ3|BX571856.1|mhci|seq443
antigen76|Q5HGQ3|BX571856.1|mhci|seq443	antigen76|Q5HGQ3|BA000018.3|mhci|seq443
antigen76|Q5HGQ3|BX571856.1|mhci|seq475	antigen76|Q5HGQ3|BX571856.1|mhci|seq475
antigen76|Q5HGQ3|BX571856.1|mhci|seq475	antigen76|Q5HGQ3|BA000018.3|mhci|seq475
antigen76|Q5HGQ3|BX571856.1|mhci|seq507	antigen76|Q5HGQ3|BX571856.1|mhci|seq507
antigen76|Q5HGQ3|BX571856.1|mhci|seq507	antigen76|Q5HGQ3|BA000018.3|mhci|seq507
antigen76|Q5HGQ3|BA000018.3|mhci|seq1	antigen76|Q5HGQ3|BA000018.3|mhci|seq1
antigen76|Q5HGQ3|BA000018.3|mhci|seq1	antigen76|Q5HGQ3|BX571856.1|mhci|seq1
antigen76|Q5HGQ3|BA000018.3|mhci|seq33	antigen76|Q5HGQ3|BA000018.3|mhci|seq33
antigen76|Q5HGQ3|BA000018.3|mhci|seq33	antigen76|Q5HGQ3|BX571856.1|mhci|seq33
antigen76|Q5HGQ3|BA000018.3|mhci|seq33	antigen76|Q5HGQ3|BA000018.3|mhci|seq34
antigen76|Q5HGQ3|BA000018.3|mhci|seq33	antigen76|Q5HGQ3|BX571856.1|mhci|seq34
antigen76|Q5HGQ3|BA000018.3|mhci|seq65	antigen76|Q5HGQ3|BA000018.3|mhci|seq65
antigen76|Q5HGQ3|BA000018.3|mhci|seq65	antigen76|Q5HGQ3|BX571856.1|mhci|seq65
antigen76|Q5HGQ3|BA000018.3|mhci|seq65	antigen76|Q5HGQ3|BA000018.3|mhci|seq66
antigen76|Q5HGQ3|BA000018.3|mhci|seq65	antigen76|Q5HGQ3|BX571856.1|mhci|seq66
antigen76|Q5HGQ3|BA000018.3|mhci|seq97	antigen76|Q5HGQ3|BA000018.3|mhci|seq97
antigen76|Q5HGQ3|BA000018.3|mhci|seq97	antigen76|Q5HGQ3|BX571856.1|mhci|seq97
antigen76|Q5HGQ3|BA000018.3|mhci|seq129	antigen76|Q5HGQ3|BA000018.3|mhci|seq129
antigen76|Q5HGQ3|BA000018.3|mhci|seq129	antigen76|Q5HGQ3|BX571856.1|mhci|seq129
antigen76|Q5HGQ3|BA000018.3|mhci|seq161	antigen76|Q5HGQ3|BA000018.3|mhci|seq161
