antigen46|Q2YWH4|BX571856.1|mhci|seq709	antigen46|Q2YWH4|BX571856.1|mhci|seq709
antigen46|Q2YWH4|CP000253.1|mhci|seq1005	antigen46|Q2YWH4|CP000253.1|mhci|seq1006
antigen46|Q2YWH4|CP000253.1|mhci|seq1005	antigen46|Q2YWH4|BX571856.1|mhci|seq1002
antigen46|Q2YWH4|CP000253.1|mhci|seq1005	antigen46|Q2YWH4|CP002114.3|mhci|seq1006
antigen46|Q2YWH4|CP000253.1|mhci|seq1005	antigen46|Q2YWH4|BX571856.1|mhci|seq483
antigen46|Q2YWH4|CP000253.1|mhci|seq1005	antigen46|Q2YWH4|CP000253.1|mhci|seq491
antigen46|Q2YWH4|CP000253.1|mhci|seq1005	antigen46|Q2YWH4|CP002114.3|mhci|seq487
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|CP000253.1|mhci|seq1037
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|BX571856.1|mhci|seq1033
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|CP002114.3|mhci|seq1037
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|CP000253.1|mhci|seq1038
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|BX571856.1|mhci|seq1034
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|CP002114.3|mhci|seq1038
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|CP002114.3|mhci|seq881
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|CP000253.1|mhci|seq885
antigen46|Q2YWH4|CP000253.1|mhci|seq1037	antigen46|Q2YWH4|BX571856.1|mhci|seq881
antigen46|Q2YWH4|CP000253.1|mhci|seq1069	antigen46|Q2YWH4|CP000253.1|mhci|seq1069
antigen46|Q2YWH4|CP000253.1|mhci|seq1069	antigen46|Q2YWH4|BX571856.1|mhci|seq1069
antigen46|Q2YWH4|CP000253.1|mhci|seq1069	antigen46|Q2YWH4|CP002114.3|mhci|seq1069
antigen46|Q2YWH4|CP000253.1|mhci|seq1101	antigen46|Q2YWH4|CP000253.1|mhci|seq1101
antigen46|Q2YWH4|CP000253.1|mhci|seq1101	antigen46|Q2YWH4|BX571856.1|mhci|seq1101
antigen46|Q2YWH4|CP000253.1|mhci|seq1101	antigen46|Q2YWH4|CP002114.3|mhci|seq1101
antigen46|Q2YWH4|CP000253.1|mhci|seq1101	antigen46|Q2YWH4|CP000253.1|mhci|seq1102
antigen46|Q2YWH4|CP000253.1|mhci|seq1101	antigen46|Q2YWH4|BX571856.1|mhci|seq1102
antigen46|Q2YWH4|CP000253.1|mhci|seq1101	antigen46|Q2YWH4|CP002114.3|mhci|seq1102
antigen46|Q2YWH4|CP000253.1|mhci|seq1133	antigen46|Q2YWH4|CP000253.1|mhci|seq1133
antigen46|Q2YWH4|CP000253.1|mhci|seq1133	antigen46|Q2YWH4|BX571856.1|mhci|seq1133
antigen46|Q2YWH4|CP000253.1|mhci|seq1133	antigen46|Q2YWH4|CP002114.3|mhci|seq1133
antigen46|Q2YWH4|CP000253.1|mhci|seq1133	antigen46|Q2YWH4|CP000253.1|mhci|seq1134
antigen46|Q2YWH4|CP000253.1|mhci|seq1133	antigen46|Q2YWH4|BX571856.1|mhci|seq1134
antigen46|Q2YWH4|CP000253.1|mhci|seq1133	antigen46|Q2YWH4|CP002114.3|mhci|seq1134
antigen46|Q2YWH4|CP000253.1|mhci|seq1165	antigen46|Q2YWH4|CP000253.1|mhci|seq1165
antigen46|Q2YWH4|CP000253.1|mhci|seq1165	antigen46|Q2YWH4|BX571856.1|mhci|seq1165
antigen46|Q2YWH4|CP000253.1|mhci|seq1165	antigen46|Q2YWH4|CP002114.3|mhci|seq1165
antigen46|Q2YWH4|CP000253.1|mhci|seq1197	antigen46|Q2YWH4|CP000253.1|mhci|seq1197
antigen46|Q2YWH4|CP000253.1|mhci|seq1197	antigen46|Q2YWH4|BX571856.1|mhci|seq1197
antigen46|Q2YWH4|CP000253.1|mhci|seq1197	antigen46|Q2YWH4|CP002114.3|mhci|seq1197
antigen46|Q2YWH4|CP000253.1|mhci|seq1197	antigen46|Q2YWH4|CP000253.1|mhci|seq1198
antigen46|Q2YWH4|CP000253.1|mhci|seq1197	antigen46|Q2YWH4|BX571856.1|mhci|seq1198
antigen46|Q2YWH4|CP000253.1|mhci|seq1197	antigen46|Q2YWH4|CP002114.3|mhci|seq1198
antigen46|Q2YWH4|CP002114.3|mhci|seq27	antigen46|Q2YWH4|CP002114.3|mhci|seq27
antigen46|Q2YWH4|CP002114.3|mhci|seq59	antigen46|Q2YWH4|CP002114.3|mhci|seq59
antigen46|Q2YWH4|CP002114.3|mhci|seq155	antigen46|Q2YWH4|CP002114.3|mhci|seq155
antigen46|Q2YWH4|CP002114.3|mhci|seq155	antigen46|Q2YWH4|CP000253.1|mhci|seq155
antigen46|Q2YWH4|CP002114.3|mhci|seq155	antigen46|Q2YWH4|BX571856.1|mhci|seq155
antigen46|Q2YWH4|CP002114.3|mhci|seq187	antigen46|Q2YWH4|CP002114.3|mhci|seq187
antigen46|Q2YWH4|CP002114.3|mhci|seq187	antigen46|Q2YWH4|CP000253.1|mhci|seq187
antigen46|Q2YWH4|CP002114.3|mhci|seq187	antigen46|Q2YWH4|BX571856.1|mhci|seq187
antigen46|Q2YWH4|CP002114.3|mhci|seq187	antigen46|Q2YWH4|CP002114.3|mhci|seq188
antigen46|Q2YWH4|CP002114.3|mhci|seq187	antigen46|Q2YWH4|CP000253.1|mhci|seq188
antigen46|Q2YWH4|CP002114.3|mhci|seq187	antigen46|Q2YWH4|BX571856.1|mhci|seq188
antigen46|Q2YWH4|CP000253.1|mhci|seq1070	antigen46|Q2YWH4|CP000253.1|mhci|seq1070
antigen46|Q2YWH4|CP000253.1|mhci|seq1070	antigen46|Q2YWH4|BX571856.1|mhci|seq1070
antigen46|Q2YWH4|CP000253.1|mhci|seq1070	antigen46|Q2YWH4|CP002114.3|mhci|seq1070
antigen46|Q2YWH4|CP000253.1|mhci|seq1166	antigen46|Q2YWH4|CP000253.1|mhci|seq1166
antigen46|Q2YWH4|CP000253.1|mhci|seq1166	antigen46|Q2YWH4|BX571856.1|mhci|seq1166
antigen46|Q2YWH4|CP000253.1|mhci|seq1166	antigen46|Q2YWH4|CP002114.3|mhci|seq1166
antigen46|Q2YWH4|CP002114.3|mhci|seq156	antigen46|Q2YWH4|CP002114.3|mhci|seq156
antigen46|Q2YWH4|CP002114.3|mhci|seq156	antigen46|Q2YWH4|CP000253.1|mhci|seq156
antigen46|Q2YWH4|CP002114.3|mhci|seq156	antigen46|Q2YWH4|BX571856.1|mhci|seq156
antigen46|Q2YWH4|CP002114.3|mhci|seq284	antigen46|Q2YWH4|CP002114.3|mhci|seq284
antigen46|Q2YWH4|CP002114.3|mhci|seq284	antigen46|Q2YWH4|CP000253.1|mhci|seq288
antigen46|Q2YWH4|CP002114.3|mhci|seq284	antigen46|Q2YWH4|BX571856.1|mhci|seq284
antigen46|Q2YWH4|CP002114.3|mhci|seq476	antigen46|Q2YWH4|CP002114.3|mhci|seq476
antigen46|Q2YWH4|CP002114.3|mhci|seq476	antigen46|Q2YWH4|BX571856.1|mhci|seq472
antigen46|Q2YWH4|CP002114.3|mhci|seq476	antigen46|Q2YWH4|CP000253.1|mhci|seq480
antigen46|Q2YWH4|CP002114.3|mhci|seq508	antigen46|Q2YWH4|CP002114.3|mhci|seq508
antigen46|Q2YWH4|CP002114.3|mhci|seq508	antigen46|Q2YWH4|BX571856.1|mhci|seq504
antigen46|Q2YWH4|CP002114.3|mhci|seq508	antigen46|Q2YWH4|CP000253.1|mhci|seq512
antigen46|Q2YWH4|CP002114.3|mhci|seq636	antigen46|Q2YWH4|CP002114.3|mhci|seq636
antigen46|Q2YWH4|CP002114.3|mhci|seq668	antigen46|Q2YWH4|CP002114.3|mhci|seq668
antigen46|Q2YWH4|CP002114.3|mhci|seq668	antigen46|Q2YWH4|CP000253.1|mhci|seq672
antigen46|Q2YWH4|CP002114.3|mhci|seq668	antigen46|Q2YWH4|BX571856.1|mhci|seq668
antigen46|Q2YWH4|CP002114.3|mhci|seq700	antigen46|Q2YWH4|CP002114.3|mhci|seq700
antigen46|Q2YWH4|CP002114.3|mhci|seq700	antigen46|Q2YWH4|CP000253.1|mhci|seq704
antigen46|Q2YWH4|CP002114.3|mhci|seq700	antigen46|Q2YWH4|BX571856.1|mhci|seq700
antigen46|Q2YWH4|CP002114.3|mhci|seq732	antigen46|Q2YWH4|CP002114.3|mhci|seq732
antigen46|Q2YWH4|CP002114.3|mhci|seq732	antigen46|Q2YWH4|CP000253.1|mhci|seq736
antigen46|Q2YWH4|CP002114.3|mhci|seq732	antigen46|Q2YWH4|BX571856.1|mhci|seq732
antigen46|Q2YWH4|CP002114.3|mhci|seq764	antigen46|Q2YWH4|CP002114.3|mhci|seq764
antigen46|Q2YWH4|CP002114.3|mhci|seq764	antigen46|Q2YWH4|CP000253.1|mhci|seq768
antigen46|Q2YWH4|CP002114.3|mhci|seq764	antigen46|Q2YWH4|BX571856.1|mhci|seq764
antigen46|Q2YWH4|CP002114.3|mhci|seq796	antigen46|Q2YWH4|CP002114.3|mhci|seq796
antigen46|Q2YWH4|CP002114.3|mhci|seq796	antigen46|Q2YWH4|CP000253.1|mhci|seq800
antigen46|Q2YWH4|CP002114.3|mhci|seq796	antigen46|Q2YWH4|BX571856.1|mhci|seq796
antigen46|Q2YWH4|CP002114.3|mhci|seq892	antigen46|Q2YWH4|CP002114.3|mhci|seq892
antigen46|Q2YWH4|CP002114.3|mhci|seq892	antigen46|Q2YWH4|CP000253.1|mhci|seq896
antigen46|Q2YWH4|CP002114.3|mhci|seq892	antigen46|Q2YWH4|BX571856.1|mhci|seq892
antigen46|Q2YWH4|CP002114.3|mhci|seq924	antigen46|Q2YWH4|CP002114.3|mhci|seq924
antigen46|Q2YWH4|CP002114.3|mhci|seq924	antigen46|Q2YWH4|CP000253.1|mhci|seq928
antigen46|Q2YWH4|CP002114.3|mhci|seq924	antigen46|Q2YWH4|BX571856.1|mhci|seq924
antigen46|Q2YWH4|CP002114.3|mhci|seq956	antigen46|Q2YWH4|CP002114.3|mhci|seq956
antigen46|Q2YWH4|CP002114.3|mhci|seq956	antigen46|Q2YWH4|CP000253.1|mhci|seq960
antigen46|Q2YWH4|CP002114.3|mhci|seq956	antigen46|Q2YWH4|BX571856.1|mhci|seq956
antigen46|Q2YWH4|CP002114.3|mhci|seq988	antigen46|Q2YWH4|CP002114.3|mhci|seq988
antigen46|Q2YWH4|CP002114.3|mhci|seq988	antigen46|Q2YWH4|CP000253.1|mhci|seq988
antigen46|Q2YWH4|CP002114.3|mhci|seq988	antigen46|Q2YWH4|BX571856.1|mhci|seq984
antigen46|Q2YWH4|CP002114.3|mhci|seq1020	antigen46|Q2YWH4|CP002114.3|mhci|seq1020
antigen46|Q2YWH4|CP002114.3|mhci|seq1020	antigen46|Q2YWH4|CP000253.1|mhci|seq1020
antigen46|Q2YWH4|CP002114.3|mhci|seq1020	antigen46|Q2YWH4|BX571856.1|mhci|seq1016
antigen46|Q2YWH4|CP002114.3|mhci|seq1052	antigen46|Q2YWH4|CP002114.3|mhci|seq1052
antigen46|Q2YWH4|CP002114.3|mhci|seq1052	antigen46|Q2YWH4|CP000253.1|mhci|seq1052
antigen46|Q2YWH4|CP002114.3|mhci|seq1052	antigen46|Q2YWH4|BX571856.1|mhci|seq1048
antigen46|Q2YWH4|CP002114.3|mhci|seq1084	antigen46|Q2YWH4|CP002114.3|mhci|seq1084
antigen46|Q2YWH4|CP002114.3|mhci|seq1084	antigen46|Q2YWH4|CP000253.1|mhci|seq1084
antigen46|Q2YWH4|CP002114.3|mhci|seq1084	antigen46|Q2YWH4|BX571856.1|mhci|seq1084
antigen46|Q2YWH4|CP002114.3|mhci|seq1116	antigen46|Q2YWH4|CP002114.3|mhci|seq1116
antigen46|Q2YWH4|CP002114.3|mhci|seq1116	antigen46|Q2YWH4|CP000253.1|mhci|seq1116
antigen46|Q2YWH4|CP002114.3|mhci|seq1116	antigen46|Q2YWH4|BX571856.1|mhci|seq1116
antigen46|Q2YWH4|CP002114.3|mhci|seq1148	antigen46|Q2YWH4|CP002114.3|mhci|seq1148
antigen46|Q2YWH4|CP002114.3|mhci|seq1148	antigen46|Q2YWH4|CP000253.1|mhci|seq1148
antigen46|Q2YWH4|CP002114.3|mhci|seq1148	antigen46|Q2YWH4|BX571856.1|mhci|seq1148
antigen46|Q2YWH4|CP002114.3|mhci|seq1180	antigen46|Q2YWH4|CP002114.3|mhci|seq1180
antigen46|Q2YWH4|BX571856.1|mhci|seq234	antigen46|Q2YWH4|BX571856.1|mhci|seq234
antigen46|Q2YWH4|BX571856.1|mhci|seq298	antigen46|Q2YWH4|BX571856.1|mhci|seq298
antigen46|Q2YWH4|BX571856.1|mhci|seq298	antigen46|Q2YWH4|CP000253.1|mhci|seq306
antigen46|Q2YWH4|BX571856.1|mhci|seq298	antigen46|Q2YWH4|CP002114.3|mhci|seq302
antigen46|Q2YWH4|BX571856.1|mhci|seq458	antigen46|Q2YWH4|BX571856.1|mhci|seq458
antigen46|Q2YWH4|BX571856.1|mhci|seq490	antigen46|Q2YWH4|BX571856.1|mhci|seq490
antigen46|Q2YWH4|BX571856.1|mhci|seq490	antigen46|Q2YWH4|CP000253.1|mhci|seq498
antigen46|Q2YWH4|BX571856.1|mhci|seq490	antigen46|Q2YWH4|CP002114.3|mhci|seq494
antigen46|Q2YWH4|BX571856.1|mhci|seq522	antigen46|Q2YWH4|BX571856.1|mhci|seq522
antigen46|Q2YWH4|BX571856.1|mhci|seq522	antigen46|Q2YWH4|CP000253.1|mhci|seq530
antigen46|Q2YWH4|BX571856.1|mhci|seq522	antigen46|Q2YWH4|CP002114.3|mhci|seq526
antigen46|Q2YWH4|BX571856.1|mhci|seq554	antigen46|Q2YWH4|BX571856.1|mhci|seq554
antigen46|Q2YWH4|BX571856.1|mhci|seq618	antigen46|Q2YWH4|BX571856.1|mhci|seq618
antigen46|Q2YWH4|BX571856.1|mhci|seq650	antigen46|Q2YWH4|BX571856.1|mhci|seq650
antigen46|Q2YWH4|BX571856.1|mhci|seq650	antigen46|Q2YWH4|CP000253.1|mhci|seq658
antigen46|Q2YWH4|BX571856.1|mhci|seq650	antigen46|Q2YWH4|CP002114.3|mhci|seq654
antigen46|Q2YWH4|CP000253.1|mhci|seq79	antigen46|Q2YWH4|CP000253.1|mhci|seq79
antigen46|Q2YWH4|CP000253.1|mhci|seq79	antigen46|Q2YWH4|BX571856.1|mhci|seq79
antigen46|Q2YWH4|CP000253.1|mhci|seq79	antigen46|Q2YWH4|CP002114.3|mhci|seq75
antigen46|Q2YWH4|CP000253.1|mhci|seq79	antigen46|Q2YWH4|CP000253.1|mhci|seq681
antigen46|Q2YWH4|CP000253.1|mhci|seq79	antigen46|Q2YWH4|BX571856.1|mhci|seq677
antigen46|Q2YWH4|CP000253.1|mhci|seq79	antigen46|Q2YWH4|CP002114.3|mhci|seq677
antigen46|Q2YWH4|CP000253.1|mhci|seq207	antigen46|Q2YWH4|CP000253.1|mhci|seq207
antigen46|Q2YWH4|CP000253.1|mhci|seq207	antigen46|Q2YWH4|BX571856.1|mhci|seq207
antigen46|Q2YWH4|CP000253.1|mhci|seq207	antigen46|Q2YWH4|CP002114.3|mhci|seq203
antigen46|Q2YWH4|CP000253.1|mhci|seq207	antigen46|Q2YWH4|CP000253.1|mhci|seq208
antigen46|Q2YWH4|CP000253.1|mhci|seq207	antigen46|Q2YWH4|BX571856.1|mhci|seq208
antigen46|Q2YWH4|CP000253.1|mhci|seq207	antigen46|Q2YWH4|CP002114.3|mhci|seq204
antigen46|Q2YWH4|CP000253.1|mhci|seq335	antigen46|Q2YWH4|CP000253.1|mhci|seq335
antigen46|Q2YWH4|CP000253.1|mhci|seq335	antigen46|Q2YWH4|BX571856.1|mhci|seq331
antigen46|Q2YWH4|CP000253.1|mhci|seq335	antigen46|Q2YWH4|CP002114.3|mhci|seq331
antigen46|Q2YWH4|CP000253.1|mhci|seq335	antigen46|Q2YWH4|CP000253.1|mhci|seq336
antigen46|Q2YWH4|CP000253.1|mhci|seq335	antigen46|Q2YWH4|BX571856.1|mhci|seq332
antigen46|Q2YWH4|CP000253.1|mhci|seq335	antigen46|Q2YWH4|CP002114.3|mhci|seq332
antigen46|Q2YWH4|CP000253.1|mhci|seq399	antigen46|Q2YWH4|CP000253.1|mhci|seq399
antigen46|Q2YWH4|CP000253.1|mhci|seq399	antigen46|Q2YWH4|BX571856.1|mhci|seq395
antigen46|Q2YWH4|CP000253.1|mhci|seq399	antigen46|Q2YWH4|CP002114.3|mhci|seq395
antigen46|Q2YWH4|CP000253.1|mhci|seq399	antigen46|Q2YWH4|CP000253.1|mhci|seq400
antigen46|Q2YWH4|CP000253.1|mhci|seq399	antigen46|Q2YWH4|BX571856.1|mhci|seq396
antigen46|Q2YWH4|CP000253.1|mhci|seq399	antigen46|Q2YWH4|CP002114.3|mhci|seq396
antigen46|Q2YWH4|CP000253.1|mhci|seq431	antigen46|Q2YWH4|CP000253.1|mhci|seq431
antigen46|Q2YWH4|CP000253.1|mhci|seq431	antigen46|Q2YWH4|BX571856.1|mhci|seq427
antigen46|Q2YWH4|CP000253.1|mhci|seq431	antigen46|Q2YWH4|CP002114.3|mhci|seq427
antigen46|Q2YWH4|CP000253.1|mhci|seq431	antigen46|Q2YWH4|CP000253.1|mhci|seq432
antigen46|Q2YWH4|CP000253.1|mhci|seq431	antigen46|Q2YWH4|BX571856.1|mhci|seq428
antigen46|Q2YWH4|CP000253.1|mhci|seq431	antigen46|Q2YWH4|CP002114.3|mhci|seq428
antigen46|Q2YWH4|CP000253.1|mhci|seq49	antigen46|Q2YWH4|CP000253.1|mhci|seq49
antigen46|Q2YWH4|CP000253.1|mhci|seq81	antigen46|Q2YWH4|CP000253.1|mhci|seq81
antigen46|Q2YWH4|CP000253.1|mhci|seq81	antigen46|Q2YWH4|BX571856.1|mhci|seq81
antigen46|Q2YWH4|CP000253.1|mhci|seq81	antigen46|Q2YWH4|CP002114.3|mhci|seq77
antigen46|Q2YWH4|CP000253.1|mhci|seq113	antigen46|Q2YWH4|CP000253.1|mhci|seq113
antigen46|Q2YWH4|CP000253.1|mhci|seq113	antigen46|Q2YWH4|BX571856.1|mhci|seq113
antigen46|Q2YWH4|CP000253.1|mhci|seq113	antigen46|Q2YWH4|CP002114.3|mhci|seq109
antigen46|Q2YWH4|CP000253.1|mhci|seq241	antigen46|Q2YWH4|CP000253.1|mhci|seq241
antigen46|Q2YWH4|CP000253.1|mhci|seq241	antigen46|Q2YWH4|BX571856.1|mhci|seq237
antigen46|Q2YWH4|CP000253.1|mhci|seq241	antigen46|Q2YWH4|CP002114.3|mhci|seq237
antigen46|Q2YWH4|CP000253.1|mhci|seq273	antigen46|Q2YWH4|CP000253.1|mhci|seq273
antigen46|Q2YWH4|CP000253.1|mhci|seq337	antigen46|Q2YWH4|CP000253.1|mhci|seq337
antigen46|Q2YWH4|CP000253.1|mhci|seq337	antigen46|Q2YWH4|BX571856.1|mhci|seq333
antigen46|Q2YWH4|CP000253.1|mhci|seq337	antigen46|Q2YWH4|CP002114.3|mhci|seq333
antigen46|Q2YWH4|CP000253.1|mhci|seq369	antigen46|Q2YWH4|CP000253.1|mhci|seq369
antigen46|Q2YWH4|CP000253.1|mhci|seq369	antigen46|Q2YWH4|BX571856.1|mhci|seq365
antigen46|Q2YWH4|CP000253.1|mhci|seq369	antigen46|Q2YWH4|CP002114.3|mhci|seq361
antigen46|Q2YWH4|CP000253.1|mhci|seq401	antigen46|Q2YWH4|CP000253.1|mhci|seq401
antigen46|Q2YWH4|CP000253.1|mhci|seq401	antigen46|Q2YWH4|BX571856.1|mhci|seq397
antigen46|Q2YWH4|CP000253.1|mhci|seq401	antigen46|Q2YWH4|CP002114.3|mhci|seq397
antigen46|Q2YWH4|CP000253.1|mhci|seq433	antigen46|Q2YWH4|CP000253.1|mhci|seq433
antigen46|Q2YWH4|CP000253.1|mhci|seq465	antigen46|Q2YWH4|CP000253.1|mhci|seq465
antigen46|Q2YWH4|CP000253.1|mhci|seq561	antigen46|Q2YWH4|CP000253.1|mhci|seq561
antigen46|Q2YWH4|CP000253.1|mhci|seq593	antigen46|Q2YWH4|CP000253.1|mhci|seq593
antigen46|Q2YWH4|CP000253.1|mhci|seq593	antigen46|Q2YWH4|BX571856.1|mhci|seq589
antigen46|Q2YWH4|CP000253.1|mhci|seq593	antigen46|Q2YWH4|CP002114.3|mhci|seq589
antigen46|Q2YWH4|CP000253.1|mhci|seq689	antigen46|Q2YWH4|CP000253.1|mhci|seq689
antigen46|Q2YWH4|CP000253.1|mhci|seq689	antigen46|Q2YWH4|BX571856.1|mhci|seq685
antigen46|Q2YWH4|CP000253.1|mhci|seq689	antigen46|Q2YWH4|CP002114.3|mhci|seq685
antigen46|Q2YWH4|CP000253.1|mhci|seq689	antigen46|Q2YWH4|CP000253.1|mhci|seq690
antigen46|Q2YWH4|CP000253.1|mhci|seq689	antigen46|Q2YWH4|BX571856.1|mhci|seq686
antigen46|Q2YWH4|CP000253.1|mhci|seq689	antigen46|Q2YWH4|CP002114.3|mhci|seq686
antigen46|Q2YWH4|CP000253.1|mhci|seq721	antigen46|Q2YWH4|CP000253.1|mhci|seq721
antigen46|Q2YWH4|CP000253.1|mhci|seq753	antigen46|Q2YWH4|CP000253.1|mhci|seq753
antigen46|Q2YWH4|CP000253.1|mhci|seq753	antigen46|Q2YWH4|BX571856.1|mhci|seq749
antigen46|Q2YWH4|CP000253.1|mhci|seq753	antigen46|Q2YWH4|CP002114.3|mhci|seq749
antigen46|Q2YWH4|CP000253.1|mhci|seq753	antigen46|Q2YWH4|CP000253.1|mhci|seq754
antigen46|Q2YWH4|CP000253.1|mhci|seq753	antigen46|Q2YWH4|BX571856.1|mhci|seq750
antigen46|Q2YWH4|CP000253.1|mhci|seq753	antigen46|Q2YWH4|CP002114.3|mhci|seq750
antigen46|Q2YWH4|CP000253.1|mhci|seq785	antigen46|Q2YWH4|CP000253.1|mhci|seq785
antigen46|Q2YWH4|CP000253.1|mhci|seq785	antigen46|Q2YWH4|BX571856.1|mhci|seq781
antigen46|Q2YWH4|CP000253.1|mhci|seq785	antigen46|Q2YWH4|CP002114.3|mhci|seq781
antigen46|Q2YWH4|CP000253.1|mhci|seq785	antigen46|Q2YWH4|CP000253.1|mhci|seq786
antigen46|Q2YWH4|CP000253.1|mhci|seq785	antigen46|Q2YWH4|BX571856.1|mhci|seq782
antigen46|Q2YWH4|CP000253.1|mhci|seq785	antigen46|Q2YWH4|CP002114.3|mhci|seq782
antigen46|Q2YWH4|CP000253.1|mhci|seq817	antigen46|Q2YWH4|CP000253.1|mhci|seq817
antigen46|Q2YWH4|CP000253.1|mhci|seq817	antigen46|Q2YWH4|BX571856.1|mhci|seq813
antigen46|Q2YWH4|CP000253.1|mhci|seq817	antigen46|Q2YWH4|CP002114.3|mhci|seq813
antigen46|Q2YWH4|CP000253.1|mhci|seq817	antigen46|Q2YWH4|CP000253.1|mhci|seq818
antigen46|Q2YWH4|CP000253.1|mhci|seq817	antigen46|Q2YWH4|BX571856.1|mhci|seq814
antigen46|Q2YWH4|CP000253.1|mhci|seq817	antigen46|Q2YWH4|CP002114.3|mhci|seq814
antigen46|Q2YWH4|CP000253.1|mhci|seq849	antigen46|Q2YWH4|CP000253.1|mhci|seq849
antigen46|Q2YWH4|CP000253.1|mhci|seq849	antigen46|Q2YWH4|BX571856.1|mhci|seq845
antigen46|Q2YWH4|CP000253.1|mhci|seq849	antigen46|Q2YWH4|CP002114.3|mhci|seq841
antigen46|Q2YWH4|CP000253.1|mhci|seq849	antigen46|Q2YWH4|CP000253.1|mhci|seq850
antigen46|Q2YWH4|CP000253.1|mhci|seq849	antigen46|Q2YWH4|BX571856.1|mhci|seq846
antigen46|Q2YWH4|CP000253.1|mhci|seq849	antigen46|Q2YWH4|CP002114.3|mhci|seq842
antigen46|Q2YWH4|CP000253.1|mhci|seq881	antigen46|Q2YWH4|CP000253.1|mhci|seq881
antigen46|Q2YWH4|CP000253.1|mhci|seq881	antigen46|Q2YWH4|BX571856.1|mhci|seq877
antigen46|Q2YWH4|CP000253.1|mhci|seq881	antigen46|Q2YWH4|CP002114.3|mhci|seq877
antigen46|Q2YWH4|CP000253.1|mhci|seq881	antigen46|Q2YWH4|CP000253.1|mhci|seq882
antigen46|Q2YWH4|CP000253.1|mhci|seq881	antigen46|Q2YWH4|BX571856.1|mhci|seq878
antigen46|Q2YWH4|CP000253.1|mhci|seq881	antigen46|Q2YWH4|CP002114.3|mhci|seq878
antigen46|Q2YWH4|CP000253.1|mhci|seq945	antigen46|Q2YWH4|CP000253.1|mhci|seq945
antigen46|Q2YWH4|CP000253.1|mhci|seq945	antigen46|Q2YWH4|BX571856.1|mhci|seq941
antigen46|Q2YWH4|CP000253.1|mhci|seq945	antigen46|Q2YWH4|CP002114.3|mhci|seq941
antigen46|Q2YWH4|CP000253.1|mhci|seq945	antigen46|Q2YWH4|CP000253.1|mhci|seq946
antigen46|Q2YWH4|CP000253.1|mhci|seq945	antigen46|Q2YWH4|BX571856.1|mhci|seq942
antigen46|Q2YWH4|CP000253.1|mhci|seq945	antigen46|Q2YWH4|CP002114.3|mhci|seq942
antigen46|Q2YWH4|CP000253.1|mhci|seq977	antigen46|Q2YWH4|CP000253.1|mhci|seq977
antigen46|Q2YWH4|CP000253.1|mhci|seq977	antigen46|Q2YWH4|BX571856.1|mhci|seq973
antigen46|Q2YWH4|CP000253.1|mhci|seq977	antigen46|Q2YWH4|CP002114.3|mhci|seq973
antigen46|Q2YWH4|CP000253.1|mhci|seq977	antigen46|Q2YWH4|CP000253.1|mhci|seq978
antigen46|Q2YWH4|CP000253.1|mhci|seq977	antigen46|Q2YWH4|BX571856.1|mhci|seq974
antigen46|Q2YWH4|CP000253.1|mhci|seq977	antigen46|Q2YWH4|CP002114.3|mhci|seq974
antigen46|Q2YWH4|CP002114.3|mhci|seq63	antigen46|Q2YWH4|CP002114.3|mhci|seq63
antigen46|Q2YWH4|CP002114.3|mhci|seq63	antigen46|Q2YWH4|CP000253.1|mhci|seq67
antigen46|Q2YWH4|CP002114.3|mhci|seq63	antigen46|Q2YWH4|BX571856.1|mhci|seq67
antigen46|Q2YWH4|CP002114.3|mhci|seq223	antigen46|Q2YWH4|CP002114.3|mhci|seq223
antigen46|Q2YWH4|CP002114.3|mhci|seq223	antigen46|Q2YWH4|CP000253.1|mhci|seq227
antigen46|Q2YWH4|CP002114.3|mhci|seq223	antigen46|Q2YWH4|BX571856.1|mhci|seq223
antigen46|Q2YWH4|CP002114.3|mhci|seq223	antigen46|Q2YWH4|CP000253.1|mhci|seq228
antigen46|Q2YWH4|CP002114.3|mhci|seq223	antigen46|Q2YWH4|BX571856.1|mhci|seq224
antigen46|Q2YWH4|CP002114.3|mhci|seq223	antigen46|Q2YWH4|CP002114.3|mhci|seq224
antigen46|Q2YWH4|CP002114.3|mhci|seq543	antigen46|Q2YWH4|CP002114.3|mhci|seq543
antigen46|Q2YWH4|CP002114.3|mhci|seq639	antigen46|Q2YWH4|CP002114.3|mhci|seq639
antigen46|Q2YWH4|CP002114.3|mhci|seq703	antigen46|Q2YWH4|CP002114.3|mhci|seq703
antigen46|Q2YWH4|CP002114.3|mhci|seq735	antigen46|Q2YWH4|CP002114.3|mhci|seq735
