antigen41|Q5HEC4|CP000253.1|mhcii|seq1298	antigen41|Q5HEC4|CP000253.1|mhcii|seq1298
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1026
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1027
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1028
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq744
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1411
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq745
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1412
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq746
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1413
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1578
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq185
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1579
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq186
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1549
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1581
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq188
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1582
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq189
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq1583
antigen41|Q5HEC4|CP000253.1|mhcii|seq743	antigen41|Q5HEC4|CP000253.1|mhcii|seq91
antigen41|Q5HEC4|CP000253.1|mhcii|seq1159	antigen41|Q5HEC4|CP000253.1|mhcii|seq1159
antigen41|Q5HEC4|CP000253.1|mhcii|seq392	antigen41|Q5HEC4|CP000253.1|mhcii|seq392
antigen41|Q5HEC4|CP000253.1|mhcii|seq392	antigen41|Q5HEC4|CP000253.1|mhcii|seq391
antigen41|Q5HEC4|CP000253.1|mhcii|seq392	antigen41|Q5HEC4|CP000253.1|mhcii|seq711
antigen41|Q5HEC4|CP000253.1|mhcii|seq392	antigen41|Q5HEC4|CP000253.1|mhcii|seq712
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq909
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq907
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq908
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq910
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq911
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq564
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq565
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq566
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq636
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq637
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq638
antigen41|Q5HEC4|CP000253.1|mhcii|seq909	antigen41|Q5HEC4|CP000253.1|mhcii|seq639
antigen41|Q5HEC4|CP000253.1|mhcii|seq46	antigen41|Q5HEC4|CP000253.1|mhcii|seq46
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1384
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1474
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1317
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1300
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq152
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1473
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1316
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq151
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1475
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1318
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1301
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq153
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1476
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq6
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1319
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1302
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq154
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1477
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq7
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1320
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1303
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq155
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1160
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq169
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1382
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1368
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq538
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1161
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1385
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq170
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1383
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1369
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq539
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1162
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1163
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1164
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1370
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq219
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq540
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq541
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq542
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1471
antigen41|Q5HEC4|CP000253.1|mhcii|seq1384	antigen41|Q5HEC4|CP000253.1|mhcii|seq1472
antigen41|Q5HEC4|CP000253.1|mhcii|seq681	antigen41|Q5HEC4|CP000253.1|mhcii|seq681
antigen41|Q5HEC4|CP000253.1|mhcii|seq681	antigen41|Q5HEC4|CP000253.1|mhcii|seq682
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq873
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq870
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq871
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq424
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq872
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq425
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq874
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq875
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq876
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1644
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq304
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq305
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq306
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq307
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1623
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1624
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1625
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1626
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1627
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1532
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1628
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1533
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1534
antigen41|Q5HEC4|CP000253.1|mhcii|seq873	antigen41|Q5HEC4|CP000253.1|mhcii|seq1535
antigen41|Q5HEC4|CP000253.1|mhcii|seq937	antigen41|Q5HEC4|CP000253.1|mhcii|seq937
antigen41|Q5HEC4|CP000253.1|mhcii|seq937	antigen41|Q5HEC4|CP000253.1|mhcii|seq1423
antigen41|Q5HEC4|CP000253.1|mhcii|seq1066	antigen41|Q5HEC4|CP000253.1|mhcii|seq1066
antigen41|Q5HEC4|CP000253.1|mhcii|seq1066	antigen41|Q5HEC4|CP000253.1|mhcii|seq1067
antigen41|Q5HEC4|CP000253.1|mhcii|seq1194	antigen41|Q5HEC4|CP000253.1|mhcii|seq1194
antigen41|Q5HEC4|CP000253.1|mhcii|seq1194	antigen41|Q5HEC4|CP000253.1|mhcii|seq1446
antigen41|Q5HEC4|CP000253.1|mhcii|seq1482	antigen41|Q5HEC4|CP000253.1|mhcii|seq1482
antigen41|Q5HEC4|CP000253.1|mhcii|seq1482	antigen41|Q5HEC4|CP000253.1|mhcii|seq1483
antigen41|Q5HEC4|CP000253.1|mhcii|seq331	antigen41|Q5HEC4|CP000253.1|mhcii|seq331
antigen41|Q5HEC4|CP000253.1|mhcii|seq331	antigen41|Q5HEC4|CP000253.1|mhcii|seq332
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq363
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq361
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq362
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq364
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1084
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1564
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1085
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1126
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1128
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1127
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1129
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1130
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1082
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1081
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1083
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1437
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1438
antigen41|Q5HEC4|CP000253.1|mhcii|seq363	antigen41|Q5HEC4|CP000253.1|mhcii|seq1439
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq491
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq49
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq489
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq47
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq490
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq48
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq726
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq922
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq926
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq492
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq50
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq493
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq51
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq494
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq52
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq495
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq53
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq496
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq54
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq497
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq55
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq498
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq56
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq499
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq57
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq727
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq728
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq697
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq78
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq729
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq923
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq732
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq730
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq731
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq733
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq734
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq924
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq925
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq928
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq929
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq930
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq931
antigen41|Q5HEC4|CP000253.1|mhcii|seq491	antigen41|Q5HEC4|CP000253.1|mhcii|seq927
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1003
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq998
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq295
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq999
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq296
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1000
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq297
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1001
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq298
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1002
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq299
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq400
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq720
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq401
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq721
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq402
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq722
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq403
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1491
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1492
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1493
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1494
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1495
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq280
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq1496
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq281
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq282
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq283
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq284
antigen41|Q5HEC4|CP000253.1|mhcii|seq1003	antigen41|Q5HEC4|CP000253.1|mhcii|seq285
antigen41|Q5HEC4|CP000253.1|mhcii|seq76	antigen41|Q5HEC4|CP000253.1|mhcii|seq76
antigen41|Q5HEC4|CP000253.1|mhcii|seq814	antigen41|Q5HEC4|CP000253.1|mhcii|seq814
antigen41|Q5HEC4|CP000253.1|mhcii|seq814	antigen41|Q5HEC4|CP000253.1|mhcii|seq815
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq846
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq481
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq482
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq483
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq484
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq485
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq901
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq111
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq898
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq108
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq899
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq109
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq900
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq110
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq902
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq112
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq903
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq113
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq904
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq114
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq967
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq968
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq969
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq970
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq844
antigen41|Q5HEC4|CP000253.1|mhcii|seq846	antigen41|Q5HEC4|CP000253.1|mhcii|seq1356
