antigen14|A5IRD0|CP000253.1|mhcii|seq6120	antigen14|A5IRD0|CP000253.1|mhcii|seq6120
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq10755
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq10756
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq4101
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq4102
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq4103
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq6970
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq6811
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq6971
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq6972
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq6974
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq6975
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq6976
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq7136
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq515
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq4006
antigen14|A5IRD0|CP000253.1|mhcii|seq4009	antigen14|A5IRD0|CP000253.1|mhcii|seq7135
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq4457
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq4455
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq4456
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq11851
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq9761
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq9760
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq5957
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq6107
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq9570
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq9029
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq1724
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq5955
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq5956
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq6105
antigen14|A5IRD0|CP000253.1|mhcii|seq4457	antigen14|A5IRD0|CP000253.1|mhcii|seq6106
antigen14|A5IRD0|CP000253.1|mhcii|seq4681	antigen14|A5IRD0|CP000253.1|mhcii|seq4681
antigen14|A5IRD0|CP000253.1|mhcii|seq5385	antigen14|A5IRD0|CP000253.1|mhcii|seq5385
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5481
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq308
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5478
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq305
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5479
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq306
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5480
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq307
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5482
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq309
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5483
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq310
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5484
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq311
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq5485
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq312
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq1909
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8601
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8598
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8599
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8600
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8602
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8603
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8604
antigen14|A5IRD0|CP000253.1|mhcii|seq5481	antigen14|A5IRD0|CP000253.1|mhcii|seq8605
antigen14|A5IRD0|CP000253.1|mhcii|seq5865	antigen14|A5IRD0|CP000253.1|mhcii|seq5865
antigen14|A5IRD0|CP000253.1|mhcii|seq6153	antigen14|A5IRD0|CP000253.1|mhcii|seq6153
antigen14|A5IRD0|CP000253.1|mhcii|seq6313	antigen14|A5IRD0|CP000253.1|mhcii|seq6313
antigen14|A5IRD0|CP000253.1|mhcii|seq6313	antigen14|A5IRD0|CP000253.1|mhcii|seq4036
antigen14|A5IRD0|CP000253.1|mhcii|seq6313	antigen14|A5IRD0|CP000253.1|mhcii|seq9987
antigen14|A5IRD0|CP000253.1|mhcii|seq6313	antigen14|A5IRD0|CP000253.1|mhcii|seq4035
antigen14|A5IRD0|CP000253.1|mhcii|seq6313	antigen14|A5IRD0|CP000253.1|mhcii|seq6312
antigen14|A5IRD0|CP000253.1|mhcii|seq6313	antigen14|A5IRD0|CP000253.1|mhcii|seq7448
antigen14|A5IRD0|CP000253.1|mhcii|seq6313	antigen14|A5IRD0|CP000253.1|mhcii|seq7449
antigen14|A5IRD0|CP000253.1|mhcii|seq6473	antigen14|A5IRD0|CP000253.1|mhcii|seq6473
antigen14|A5IRD0|CP000253.1|mhcii|seq6473	antigen14|A5IRD0|CP000253.1|mhcii|seq407
antigen14|A5IRD0|CP000253.1|mhcii|seq6473	antigen14|A5IRD0|CP000253.1|mhcii|seq6474
antigen14|A5IRD0|CP000253.1|mhcii|seq6473	antigen14|A5IRD0|CP000253.1|mhcii|seq408
antigen14|A5IRD0|CP000253.1|mhcii|seq6729	antigen14|A5IRD0|CP000253.1|mhcii|seq6729
antigen14|A5IRD0|CP000253.1|mhcii|seq6953	antigen14|A5IRD0|CP000253.1|mhcii|seq6953
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq6985
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq6987
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7150
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq6983
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq6984
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7148
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7149
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq4110
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq4111
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7151
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq4112
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7153
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq4114
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq541
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7359
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq543
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq6986
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7358
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq542
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq7360
antigen14|A5IRD0|CP000253.1|mhcii|seq6985	antigen14|A5IRD0|CP000253.1|mhcii|seq544
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7337
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7333
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq425
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6581
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7334
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq426
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6582
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7335
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq8
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq427
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6583
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7336
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq10920
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq9
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq428
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6584
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq10921
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7338
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq10922
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq10923
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq10924
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq429
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7727
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7728
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7729
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7730
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq7731
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6841
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq3290
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq9931
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6842
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq3291
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq9932
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6843
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq3292
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq9933
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6844
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq3293
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq9934
antigen14|A5IRD0|CP000253.1|mhcii|seq7337	antigen14|A5IRD0|CP000253.1|mhcii|seq6845
antigen14|A5IRD0|CP000253.1|mhcii|seq8809	antigen14|A5IRD0|CP000253.1|mhcii|seq8809
antigen14|A5IRD0|CP000253.1|mhcii|seq8809	antigen14|A5IRD0|CP000253.1|mhcii|seq9551
antigen14|A5IRD0|CP000253.1|mhcii|seq9161	antigen14|A5IRD0|CP000253.1|mhcii|seq9161
antigen14|A5IRD0|CP000253.1|mhcii|seq9161	antigen14|A5IRD0|CP000253.1|mhcii|seq663
antigen14|A5IRD0|CP000253.1|mhcii|seq9161	antigen14|A5IRD0|CP000253.1|mhcii|seq662
antigen14|A5IRD0|CP000253.1|mhcii|seq9865	antigen14|A5IRD0|CP000253.1|mhcii|seq9865
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq10633
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2945
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2946
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq5634
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq356
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2563
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2947
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2564
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2948
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2565
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2566
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq10630
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2567
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq10631
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2568
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq10632
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq10634
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq10635
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq10636
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq7063
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq5432
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq7064
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq5433
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq7065
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq1818
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq5434
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq7066
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq1819
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq3932
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq3933
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq3934
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq3935
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq2944
antigen14|A5IRD0|CP000253.1|mhcii|seq10633	antigen14|A5IRD0|CP000253.1|mhcii|seq3936
antigen14|A5IRD0|CP000253.1|mhcii|seq10793	antigen14|A5IRD0|CP000253.1|mhcii|seq10793
antigen14|A5IRD0|CP000253.1|mhcii|seq10793	antigen14|A5IRD0|CP000253.1|mhcii|seq7404
antigen14|A5IRD0|CP000253.1|mhcii|seq10793	antigen14|A5IRD0|CP000253.1|mhcii|seq7403
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq11369
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq1953
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq11366
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq11367
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq11368
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq11370
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq11371
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq5658
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq5659
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq5660
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq1949
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq5661
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq1950
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq5662
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq1951
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq5663
antigen14|A5IRD0|CP000253.1|mhcii|seq11369	antigen14|A5IRD0|CP000253.1|mhcii|seq1952
antigen14|A5IRD0|CP000253.1|mhcii|seq11753	antigen14|A5IRD0|CP000253.1|mhcii|seq11753
antigen14|A5IRD0|CP000253.1|mhcii|seq362	antigen14|A5IRD0|CP000253.1|mhcii|seq362
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq1258
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq10344
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq1257
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq6761
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq9731
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq10345
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq6760
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq1259
antigen14|A5IRD0|CP000253.1|mhcii|seq1258	antigen14|A5IRD0|CP000253.1|mhcii|seq6759
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1738
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1737
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6121
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1739
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3499
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3496
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3497
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3498
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6125
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6122
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6123
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1740
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3500
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6124
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1741
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3501
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1742
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3502
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6126
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq8686
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1743
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq3503
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6127
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq8687
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq1744
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6128
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq8688
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6194
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6195
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6196
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6197
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6490
antigen14|A5IRD0|CP000253.1|mhcii|seq1738	antigen14|A5IRD0|CP000253.1|mhcii|seq6491
