antigen91|Q6GIE0|BX571857.1|mhcii|seq129	antigen91|Q6GIE0|BX571857.1|mhcii|seq129
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1383
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1164
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1165
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1901
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1166
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1902
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1903
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1904
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq625
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq852
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq853
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq854
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq855
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq856
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1274
antigen91|Q6GIE0|BX571857.1|mhcii|seq1384	antigen91|Q6GIE0|BX571857.1|mhcii|seq1275
antigen91|Q6GIE0|BX571857.1|mhcii|seq1832	antigen91|Q6GIE0|BX571857.1|mhcii|seq1832
antigen91|Q6GIE0|BX571857.1|mhcii|seq2056	antigen91|Q6GIE0|BX571857.1|mhcii|seq2056
antigen91|Q6GIE0|BX571857.1|mhcii|seq2056	antigen91|Q6GIE0|BX571857.1|mhcii|seq2058
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq201
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq198
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq199
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1447
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1775
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq200
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1448
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1776
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1449
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1777
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq202
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq2002
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1674
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq2003
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1675
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1207
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1208
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1209
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1210
antigen91|Q6GIE0|BX571857.1|mhcii|seq201	antigen91|Q6GIE0|BX571857.1|mhcii|seq1183
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq777
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq774
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq775
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq776
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq778
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1642
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1731
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq726
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq779
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1547
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1643
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1732
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq727
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1548
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1644
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1733
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq728
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1549
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1645
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1734
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq729
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1550
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1646
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1735
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq730
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1551
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1615
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1647
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1736
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq731
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1552
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1616
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1617
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1618
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1810
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq773
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1546
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1614
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1619
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1300
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1620
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1301
antigen91|Q6GIE0|BX571857.1|mhcii|seq777	antigen91|Q6GIE0|BX571857.1|mhcii|seq1302
antigen91|Q6GIE0|BX571857.1|mhcii|seq873	antigen91|Q6GIE0|BX571857.1|mhcii|seq873
antigen91|Q6GIE0|BX571857.1|mhcii|seq873	antigen91|Q6GIE0|BX571857.1|mhcii|seq874
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1161
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1377
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1378
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1158
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1159
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1160
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1896
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1897
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1162
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1898
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq619
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1163
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1899
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq620
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1900
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq621
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq622
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq848
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq849
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq850
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq851
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1268
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1269
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1270
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1271
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1272
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq604
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq605
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq606
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq607
antigen91|Q6GIE0|BX571857.1|mhcii|seq1161	antigen91|Q6GIE0|BX571857.1|mhcii|seq1376
antigen91|Q6GIE0|BX571857.1|mhcii|seq1385	antigen91|Q6GIE0|BX571857.1|mhcii|seq1385
antigen91|Q6GIE0|BX571857.1|mhcii|seq106	antigen91|Q6GIE0|BX571857.1|mhcii|seq106
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq138
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq134
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq143
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq193
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1505
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq194
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1506
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq195
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq139
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1931
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq140
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1932
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq141
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1933
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq142
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1934
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1935
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq183
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq921
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq922
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1503
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq1504
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq920
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq192
antigen91|Q6GIE0|BX571857.1|mhcii|seq138	antigen91|Q6GIE0|BX571857.1|mhcii|seq534
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq458
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq459
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq805
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq802
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq803
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq804
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq806
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq455
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq456
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq457
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1098
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq653
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq654
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq718
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1329
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1762
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1330
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1763
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1331
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1764
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1332
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1765
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq1333
antigen91|Q6GIE0|BX571857.1|mhcii|seq458	antigen91|Q6GIE0|BX571857.1|mhcii|seq639
antigen91|Q6GIE0|BX571857.1|mhcii|seq938	antigen91|Q6GIE0|BX571857.1|mhcii|seq938
antigen91|Q6GIE0|BX571857.1|mhcii|seq2026	antigen91|Q6GIE0|BX571857.1|mhcii|seq2026
antigen91|Q6GIE0|BX571857.1|mhcii|seq331	antigen91|Q6GIE0|BX571857.1|mhcii|seq331
antigen91|Q6GIE0|BX571857.1|mhcii|seq331	antigen91|Q6GIE0|BX571857.1|mhcii|seq2
antigen91|Q6GIE0|BX571857.1|mhcii|seq843	antigen91|Q6GIE0|BX571857.1|mhcii|seq843
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq907
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq904
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq905
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq906
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq908
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq909
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq910
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq176
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq177
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq178
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq179
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq915
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq180
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq916
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq181
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq917
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq918
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq919
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq123
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq124
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq188
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq1499
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq125
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq189
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq1500
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq126
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq190
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq1501
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq127
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq191
antigen91|Q6GIE0|BX571857.1|mhcii|seq907	antigen91|Q6GIE0|BX571857.1|mhcii|seq1502
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1035
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq353
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1345
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq354
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1346
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1986
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1347
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1987
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1988
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1989
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1032
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1033
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1034
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1226
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1227
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1036
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1228
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1037
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq49
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq50
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq51
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1881
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1882
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1883
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1884
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq349
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1885
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq350
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq351
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1343
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq352
antigen91|Q6GIE0|BX571857.1|mhcii|seq1035	antigen91|Q6GIE0|BX571857.1|mhcii|seq1344
antigen91|Q6GIE0|BX571857.1|mhcii|seq844	antigen91|Q6GIE0|BX571857.1|mhcii|seq844
antigen91|Q6GIE0|BX571857.1|mhcii|seq844	antigen91|Q6GIE0|BX571857.1|mhcii|seq845
