antigen5|Q7A768|CP000253.1|mhcii|seq4739	antigen5|Q7A768|CP000253.1|mhcii|seq4739
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq2311
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq3431
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq2312
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq3432
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq2313
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq3433
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq3434
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq3435
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq3436
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq3437
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq595
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq596
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq597
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq598
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq4470
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq599
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq600
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq1724
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq1725
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq1726
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq383
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq4468
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq1722
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq1727
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq384
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq4469
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq1723
antigen5|Q7A768|CP000253.1|mhcii|seq2309	antigen5|Q7A768|CP000253.1|mhcii|seq1728
antigen5|Q7A768|CP000253.1|mhcii|seq2437	antigen5|Q7A768|CP000253.1|mhcii|seq2437
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq2725
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq2723
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq2724
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4969
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4968
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4970
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq3507
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4929
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4930
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4931
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq2726
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq2727
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq2728
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq1417
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq2729
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq1419
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4971
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq1420
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4972
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4973
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq4974
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq528
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq3504
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq529
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq3505
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq530
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq3506
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq531
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq3508
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq3509
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq5269
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq3510
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq5270
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq5271
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq5272
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq5273
antigen5|Q7A768|CP000253.1|mhcii|seq2725	antigen5|Q7A768|CP000253.1|mhcii|seq5274
antigen5|Q7A768|CP000253.1|mhcii|seq3013	antigen5|Q7A768|CP000253.1|mhcii|seq3013
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3878
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4417
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4418
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3877
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3879
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3017
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3014
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3015
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3016
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3018
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3019
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq3020
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq1781
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4819
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq1778
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4816
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq1779
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4817
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq1780
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4818
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq1782
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4820
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq1783
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4821
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq1784
antigen5|Q7A768|CP000253.1|mhcii|seq3878	antigen5|Q7A768|CP000253.1|mhcii|seq4822
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4262
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4705
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1601
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1314
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1602
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4258
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4701
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1315
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4259
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4702
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1316
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3556
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4260
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4703
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1317
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4261
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4704
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1318
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3558
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3559
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4263
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4706
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3560
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4264
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq4707
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3561
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1389
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1390
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1391
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3632
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3633
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3634
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3635
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq3636
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq2683
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq2684
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq2685
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1598
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1599
antigen5|Q7A768|CP000253.1|mhcii|seq4262	antigen5|Q7A768|CP000253.1|mhcii|seq1600
antigen5|Q7A768|CP000253.1|mhcii|seq4358	antigen5|Q7A768|CP000253.1|mhcii|seq4358
antigen5|Q7A768|CP000253.1|mhcii|seq4358	antigen5|Q7A768|CP000253.1|mhcii|seq348
antigen5|Q7A768|CP000253.1|mhcii|seq4358	antigen5|Q7A768|CP000253.1|mhcii|seq4357
antigen5|Q7A768|CP000253.1|mhcii|seq4358	antigen5|Q7A768|CP000253.1|mhcii|seq5236
antigen5|Q7A768|CP000253.1|mhcii|seq4358	antigen5|Q7A768|CP000253.1|mhcii|seq347
antigen5|Q7A768|CP000253.1|mhcii|seq4582	antigen5|Q7A768|CP000253.1|mhcii|seq4582
antigen5|Q7A768|CP000253.1|mhcii|seq4870	antigen5|Q7A768|CP000253.1|mhcii|seq4870
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq4998
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq407
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq2784
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq4585
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq2785
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq4586
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq406
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq2782
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq4583
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq2783
antigen5|Q7A768|CP000253.1|mhcii|seq4998	antigen5|Q7A768|CP000253.1|mhcii|seq4584
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5062
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq3521
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5569
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq4163
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5059
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq4164
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5060
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq4165
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5061
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5063
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq3145
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq1162
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq3146
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq1163
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq1164
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq1165
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5567
antigen5|Q7A768|CP000253.1|mhcii|seq5062	antigen5|Q7A768|CP000253.1|mhcii|seq5568
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq5286
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3297
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3553
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3298
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3554
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3299
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq5283
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3300
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq5284
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq5285
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3175
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq5287
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3176
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq5288
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3177
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3625
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq5289
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3178
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3179
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3180
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3549
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3550
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3838
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq4641
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3551
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3839
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq4642
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3296
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3552
antigen5|Q7A768|CP000253.1|mhcii|seq5286	antigen5|Q7A768|CP000253.1|mhcii|seq3840
antigen5|Q7A768|CP000253.1|mhcii|seq5446	antigen5|Q7A768|CP000253.1|mhcii|seq5446
antigen5|Q7A768|CP000253.1|mhcii|seq5383	antigen5|Q7A768|CP000253.1|mhcii|seq5383
antigen5|Q7A768|CP000253.1|mhcii|seq136	antigen5|Q7A768|CP000253.1|mhcii|seq136
antigen5|Q7A768|CP000253.1|mhcii|seq136	antigen5|Q7A768|CP000253.1|mhcii|seq3698
antigen5|Q7A768|CP000253.1|mhcii|seq136	antigen5|Q7A768|CP000253.1|mhcii|seq3697
antigen5|Q7A768|CP000253.1|mhcii|seq136	antigen5|Q7A768|CP000253.1|mhcii|seq3699
antigen5|Q7A768|CP000253.1|mhcii|seq136	antigen5|Q7A768|CP000253.1|mhcii|seq3700
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq168
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq4757
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq3398
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq3399
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq3397
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq377
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq376
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq167
antigen5|Q7A768|CP000253.1|mhcii|seq168	antigen5|Q7A768|CP000253.1|mhcii|seq1848
antigen5|Q7A768|CP000253.1|mhcii|seq936	antigen5|Q7A768|CP000253.1|mhcii|seq936
antigen5|Q7A768|CP000253.1|mhcii|seq936	antigen5|Q7A768|CP000253.1|mhcii|seq937
antigen5|Q7A768|CP000253.1|mhcii|seq936	antigen5|Q7A768|CP000253.1|mhcii|seq4434
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1160
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1155
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1156
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1157
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1158
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq871
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1159
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq872
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq873
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq874
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq875
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq460
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq780
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq461
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq781
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq462
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq782
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq463
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq783
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq464
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq784
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq465
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq785
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1746
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq4691
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq4692
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq4693
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1271
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1272
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq2360
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq1273
antigen5|Q7A768|CP000253.1|mhcii|seq1160	antigen5|Q7A768|CP000253.1|mhcii|seq2361
