antigen184|A7X1D2|CP000253.1|mhcii|seq1	antigen184|A7X1D2|CP000253.1|mhcii|seq1
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1765
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1957
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq2501
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1958
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1959
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1008
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1168
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1169
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq2289
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1170
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq2290
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1171
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq2291
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1172
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq853
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq1173
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq854
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq855
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq792
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq793
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq730
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq794
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq731
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq795
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq732
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq605
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq733
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq606
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq607
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq256
antigen184|A7X1D2|CP000253.1|mhcii|seq610	antigen184|A7X1D2|CP000253.1|mhcii|seq608
antigen184|A7X1D2|CP000253.1|mhcii|seq706	antigen184|A7X1D2|CP000253.1|mhcii|seq706
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1218
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1217
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1505
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1506
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1507
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1508
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1509
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq166
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq167
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq168
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq169
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq170
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq171
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1333
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1334
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1335
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2199
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1336
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2200
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1273
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1337
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2201
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1274
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1338
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2202
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1275
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2203
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1276
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2172
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2204
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1213
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1277
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2173
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1214
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1278
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2174
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1215
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2175
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq1216
antigen184|A7X1D2|CP000253.1|mhcii|seq1218	antigen184|A7X1D2|CP000253.1|mhcii|seq2176
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1250
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1249
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1313
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq163
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq2195
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1500
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1251
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq164
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq2196
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1501
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1252
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1253
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq114
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq2026
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1556
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq115
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq2027
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1557
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1310
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1311
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq1312
antigen184|A7X1D2|CP000253.1|mhcii|seq1250	antigen184|A7X1D2|CP000253.1|mhcii|seq112
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1570
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq929
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1569
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq930
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq931
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq932
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq933
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1989
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1510
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1990
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1991
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1992
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1993
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1322
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1994
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1323
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1261
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1198
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1262
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2094
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1199
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1263
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2095
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1200
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2096
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1201
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2097
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1202
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2098
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2035
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2099
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2036
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2037
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2038
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq2039
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq123
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq507
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq124
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq508
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq125
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq509
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1565
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq126
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq510
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1566
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq511
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1567
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq512
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq928
antigen184|A7X1D2|CP000253.1|mhcii|seq1570	antigen184|A7X1D2|CP000253.1|mhcii|seq1568
antigen184|A7X1D2|CP000253.1|mhcii|seq1826	antigen184|A7X1D2|CP000253.1|mhcii|seq1826
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2114
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2113
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1895
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1896
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1034
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1035
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1036
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1580
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1037
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1581
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1038
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1582
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1583
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1520
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1521
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1522
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1523
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1524
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2425
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1018
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2426
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1019
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2427
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq1020
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2428
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2109
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2429
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2110
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2430
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2111
antigen184|A7X1D2|CP000253.1|mhcii|seq2114	antigen184|A7X1D2|CP000253.1|mhcii|seq2112
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2146
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq865
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2145
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq866
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq867
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq868
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq869
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2053
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2245
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq870
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1702
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2054
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2246
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1703
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2247
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1704
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2248
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1705
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2249
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq973
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq46
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq974
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq47
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq975
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq48
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq976
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq49
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq977
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq50
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq978
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq51
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1690
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1243
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1595
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1244
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1596
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1628
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1245
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1597
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1629
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2141
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1246
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1598
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1630
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2142
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1247
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1599
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2143
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1248
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq1600
antigen184|A7X1D2|CP000253.1|mhcii|seq2146	antigen184|A7X1D2|CP000253.1|mhcii|seq2144
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq2370
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq225
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq577
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq2369
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq226
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq578
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq227
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq579
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq228
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq580
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq229
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq230
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq775
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq776
antigen184|A7X1D2|CP000253.1|mhcii|seq2370	antigen184|A7X1D2|CP000253.1|mhcii|seq777
