antigen37|Q2YY04|BX571856.1|mhcii|seq339	antigen37|Q2YY04|BX571856.1|mhcii|seq339
antigen37|Q2YY04|BX571856.1|mhcii|seq952	antigen37|Q2YY04|BX571856.1|mhcii|seq1093
antigen37|Q2YY04|BX571856.1|mhcii|seq952	antigen37|Q2YY04|BX571856.1|mhcii|seq953
antigen37|Q2YY04|BX571856.1|mhcii|seq952	antigen37|Q2YY04|BX571856.1|mhcii|seq1092
antigen37|Q2YY04|BX571856.1|mhcii|seq952	antigen37|Q2YY04|BX571856.1|mhcii|seq950
antigen37|Q2YY04|BX571856.1|mhcii|seq952	antigen37|Q2YY04|BX571856.1|mhcii|seq951
antigen37|Q2YY04|BX571856.1|mhcii|seq1144	antigen37|Q2YY04|BX571856.1|mhcii|seq1144
antigen37|Q2YY04|BX571856.1|mhcii|seq1144	antigen37|Q2YY04|BX571856.1|mhcii|seq1142
antigen37|Q2YY04|BX571856.1|mhcii|seq1144	antigen37|Q2YY04|BX571856.1|mhcii|seq1143
antigen37|Q2YY04|BX571856.1|mhcii|seq1144	antigen37|Q2YY04|BX571856.1|mhcii|seq1145
antigen37|Q2YY04|BX571856.1|mhcii|seq1144	antigen37|Q2YY04|BX571856.1|mhcii|seq1146
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq505
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq559
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq22
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq560
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq23
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq561
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq24
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq562
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq658
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq895
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq659
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq502
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq503
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq504
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq153
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq847
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq154
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq848
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq506
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq155
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq849
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq1147
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq156
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq850
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq1148
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq1149
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq1150
antigen37|Q2YY04|BX571856.1|mhcii|seq505	antigen37|Q2YY04|BX571856.1|mhcii|seq1151
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq761
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq758
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq759
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq760
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq762
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq763
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq764
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq765
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq519
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq516
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq517
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq518
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq520
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq521
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq522
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq523
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq1097
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq957
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq1094
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq954
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq1095
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq955
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq1096
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq956
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq1098
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq958
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq1099
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq109
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq110
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq111
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq112
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq113
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq600
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq473
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq474
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq475
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq476
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq1084
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq477
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq126
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq127
antigen37|Q2YY04|BX571856.1|mhcii|seq761	antigen37|Q2YY04|BX571856.1|mhcii|seq114
antigen37|Q2YY04|BX571856.1|mhcii|seq857	antigen37|Q2YY04|BX571856.1|mhcii|seq857
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq639
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq640
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq458
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq455
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq77
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq78
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq79
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq727
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq637
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq638
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq814
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq354
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq355
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq812
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq813
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq728
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq80
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq726
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq729
antigen37|Q2YY04|BX571856.1|mhcii|seq639	antigen37|Q2YY04|BX571856.1|mhcii|seq730
antigen37|Q2YY04|BX571856.1|mhcii|seq767	antigen37|Q2YY04|BX571856.1|mhcii|seq767
antigen37|Q2YY04|BX571856.1|mhcii|seq767	antigen37|Q2YY04|BX571856.1|mhcii|seq766
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq799
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq801
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq797
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq800
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq298
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq297
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq50
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq295
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq296
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq47
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq48
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq49
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq310
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq311
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq312
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq798
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq249
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq313
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq409
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq252
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq250
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq410
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq251
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq253
antigen37|Q2YY04|BX571856.1|mhcii|seq799	antigen37|Q2YY04|BX571856.1|mhcii|seq254
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq448
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq449
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq802
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq803
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq548
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq804
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq549
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq805
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq550
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq551
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq392
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq552
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq393
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq394
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq299
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq395
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq300
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq396
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq301
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq302
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq51
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq52
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq53
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq54
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq55
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq314
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq378
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq315
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq379
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq316
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq380
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq444
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq317
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq381
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq445
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq382
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq446
antigen37|Q2YY04|BX571856.1|mhcii|seq448	antigen37|Q2YY04|BX571856.1|mhcii|seq447
antigen37|Q2YY04|BX571856.1|mhcii|seq576	antigen37|Q2YY04|BX571856.1|mhcii|seq576
