antigen115|Q7A7G0|BX571856.1|mhcii|seq196	antigen115|Q7A7G0|BX571856.1|mhcii|seq196
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq2922
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq2699
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq2700
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq2701
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq2702
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq2703
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq2704
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1267
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1268
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1077
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1269
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq3189
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1078
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1270
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq3190
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1079
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1271
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq3191
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1272
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq3192
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq3193
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1850
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq3194
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1627
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1851
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq476
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1628
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1852
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq477
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1437
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1629
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1853
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1630
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1854
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1631
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1855
antigen115|Q7A7G0|BX571856.1|mhcii|seq678	antigen115|Q7A7G0|BX571856.1|mhcii|seq1632
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq710
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq709
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq712
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq711
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq46
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq213
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq3093
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq211
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq3091
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq212
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq3092
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq214
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq3094
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq215
antigen115|Q7A7G0|BX571856.1|mhcii|seq710	antigen115|Q7A7G0|BX571856.1|mhcii|seq3095
antigen115|Q7A7G0|BX571856.1|mhcii|seq742	antigen115|Q7A7G0|BX571856.1|mhcii|seq742
antigen115|Q7A7G0|BX571856.1|mhcii|seq742	antigen115|Q7A7G0|BX571856.1|mhcii|seq740
antigen115|Q7A7G0|BX571856.1|mhcii|seq742	antigen115|Q7A7G0|BX571856.1|mhcii|seq741
antigen115|Q7A7G0|BX571856.1|mhcii|seq742	antigen115|Q7A7G0|BX571856.1|mhcii|seq743
antigen115|Q7A7G0|BX571856.1|mhcii|seq742	antigen115|Q7A7G0|BX571856.1|mhcii|seq744
antigen115|Q7A7G0|BX571856.1|mhcii|seq1318	antigen115|Q7A7G0|BX571856.1|mhcii|seq1318
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2278
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2273
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2274
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2275
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1252
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2276
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1253
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2277
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1254
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1255
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1224
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1256
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq3464
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1225
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1257
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq3465
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1226
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1227
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1612
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1613
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1614
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1615
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2543
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq592
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1616
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2544
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq593
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1585
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1617
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2545
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq594
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1586
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2546
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq595
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1587
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2547
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq596
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2548
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2453
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2454
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2614
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1751
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2455
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1752
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2456
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1753
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2457
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1754
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq2458
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1755
antigen115|Q7A7G0|BX571856.1|mhcii|seq2278	antigen115|Q7A7G0|BX571856.1|mhcii|seq1756
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2854
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3202
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2561
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq34
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3079
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2562
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq35
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3080
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2563
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2851
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3199
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq36
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3081
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2852
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3200
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq37
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3082
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2853
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3201
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2855
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq3203
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2856
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2825
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2826
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2827
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq1516
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq1517
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq1518
antigen115|Q7A7G0|BX571856.1|mhcii|seq2854	antigen115|Q7A7G0|BX571856.1|mhcii|seq2560
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2982
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2977
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2978
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2243
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2979
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq548
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2244
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2980
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq549
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2245
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2981
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq550
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2246
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq551
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2247
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2248
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1706
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1707
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1708
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2060
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1709
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2061
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2669
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq3117
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1710
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2062
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2670
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq3118
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1711
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2063
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2671
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq3119
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2064
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2672
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1297
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2065
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2673
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1298
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1362
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq2674
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq3026
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1299
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq3027
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1300
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1301
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1302
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1881
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1882
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1883
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1884
antigen115|Q7A7G0|BX571856.1|mhcii|seq2982	antigen115|Q7A7G0|BX571856.1|mhcii|seq1885
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq3270
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq3266
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq3267
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq3268
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1317
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq3269
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1672
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1673
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1674
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1675
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq208
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq145
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq209
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq146
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq210
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq690
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq147
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq307
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq691
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq148
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq308
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq692
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq149
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq309
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq693
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq150
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq310
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq311
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1944
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1945
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1402
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1403
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq2075
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1404
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq2076
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1405
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq2077
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1406
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq2110
antigen115|Q7A7G0|BX571856.1|mhcii|seq3270	antigen115|Q7A7G0|BX571856.1|mhcii|seq1407
antigen115|Q7A7G0|BX571856.1|mhcii|seq3526	antigen115|Q7A7G0|BX571856.1|mhcii|seq3526
antigen115|Q7A7G0|BX571856.1|mhcii|seq3526	antigen115|Q7A7G0|BX571856.1|mhcii|seq3528
antigen115|Q7A7G0|BX571856.1|mhcii|seq3526	antigen115|Q7A7G0|BX571856.1|mhcii|seq1111
antigen115|Q7A7G0|BX571856.1|mhcii|seq3526	antigen115|Q7A7G0|BX571856.1|mhcii|seq1110
antigen115|Q7A7G0|BX571856.1|mhcii|seq3526	antigen115|Q7A7G0|BX571856.1|mhcii|seq1112
