antigen14|A5IRD0|HE681097.1|mhcii|seq1	antigen14|A5IRD0|HE681097.1|mhcii|seq1
antigen14|A5IRD0|HE681097.1|mhcii|seq1761	antigen14|A5IRD0|HE681097.1|mhcii|seq3648
antigen14|A5IRD0|HE681097.1|mhcii|seq1761	antigen14|A5IRD0|HE681097.1|mhcii|seq5024
antigen14|A5IRD0|HE681097.1|mhcii|seq1825	antigen14|A5IRD0|HE681097.1|mhcii|seq1825
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq1953
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3618
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4483
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4484
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4485
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4486
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4487
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4488
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3081
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3082
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3083
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4875
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3084
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4652
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4876
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3085
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4653
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4877
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3086
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4878
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3568
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2289
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3569
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2290
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3570
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2291
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3571
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2196
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3572
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2197
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3573
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2198
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3126
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2199
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3127
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2200
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3128
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq2201
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3129
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3130
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4634
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq3131
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4635
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq1948
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4636
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq1949
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4637
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq1950
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq4638
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq1951
antigen14|A5IRD0|HE681097.1|mhcii|seq1953	antigen14|A5IRD0|HE681097.1|mhcii|seq1952
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2081
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq673
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3553
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq674
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3554
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq675
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3555
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3556
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3557
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3558
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq4393
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq4394
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2571
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq4395
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2572
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq4396
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2573
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq4397
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq782
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2574
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq4398
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq5550
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq783
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2575
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2991
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq784
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2576
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2992
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3504
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq785
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2993
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3505
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq370
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2994
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq3506
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq371
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2995
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq372
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2996
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq373
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq374
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq5174
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq375
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq5175
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2076
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2077
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2078
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq671
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2079
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq672
antigen14|A5IRD0|HE681097.1|mhcii|seq2081	antigen14|A5IRD0|HE681097.1|mhcii|seq2080
antigen14|A5IRD0|HE681097.1|mhcii|seq2817	antigen14|A5IRD0|HE681097.1|mhcii|seq2817
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq3041
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq5249
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2306
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq5250
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq4739
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq4740
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2661
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq4741
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2662
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq4742
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2663
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq4743
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2664
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2665
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2666
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq5098
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq5099
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq5100
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2483
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq884
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2484
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq885
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2485
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq886
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq2486
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq887
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1879
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq888
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1880
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq889
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1881
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1882
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq795
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1819
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1883
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq796
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1820
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1884
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq3036
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq797
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1821
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq3037
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq798
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1822
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq3038
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq799
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1823
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq3039
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq800
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq1824
antigen14|A5IRD0|HE681097.1|mhcii|seq3041	antigen14|A5IRD0|HE681097.1|mhcii|seq3040
antigen14|A5IRD0|HE681097.1|mhcii|seq3297	antigen14|A5IRD0|HE681097.1|mhcii|seq3297
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq3361
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq961
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq962
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq3363
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2968
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq4953
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq4954
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq3359
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq3360
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2881
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq246
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2032
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2878
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq243
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2879
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq244
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2880
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq245
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq963
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2036
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq964
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2886
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq251
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2887
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq252
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2888
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq253
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2033
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2037
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2038
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2039
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2969
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2967
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2970
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq2971
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq4955
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq4952
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq4956
antigen14|A5IRD0|HE681097.1|mhcii|seq3361	antigen14|A5IRD0|HE681097.1|mhcii|seq3358
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3521
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq581
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq582
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq583
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq4903
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq584
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3720
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq4232
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq585
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3721
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq4233
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3722
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3723
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3853
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3854
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3855
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq4273
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq4274
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq595
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3603
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq596
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq597
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq598
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3159
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3160
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq1209
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3161
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq1210
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq1211
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq1212
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3516
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq1213
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3517
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3518
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3519
antigen14|A5IRD0|HE681097.1|mhcii|seq3521	antigen14|A5IRD0|HE681097.1|mhcii|seq3520
antigen14|A5IRD0|HE681097.1|mhcii|seq3649	antigen14|A5IRD0|HE681097.1|mhcii|seq3649
antigen14|A5IRD0|HE681097.1|mhcii|seq3745	antigen14|A5IRD0|HE681097.1|mhcii|seq3745
antigen14|A5IRD0|HE681097.1|mhcii|seq3745	antigen14|A5IRD0|HE681097.1|mhcii|seq3169
antigen14|A5IRD0|HE681097.1|mhcii|seq3745	antigen14|A5IRD0|HE681097.1|mhcii|seq4752
antigen14|A5IRD0|HE681097.1|mhcii|seq3745	antigen14|A5IRD0|HE681097.1|mhcii|seq3170
antigen14|A5IRD0|HE681097.1|mhcii|seq3745	antigen14|A5IRD0|HE681097.1|mhcii|seq3746
antigen14|A5IRD0|HE681097.1|mhcii|seq3745	antigen14|A5IRD0|HE681097.1|mhcii|seq3747
antigen14|A5IRD0|HE681097.1|mhcii|seq3745	antigen14|A5IRD0|HE681097.1|mhcii|seq1579
