antigen98|A5IVY0|BA000018.3|mhcii|seq1	antigen98|A5IVY0|BA000018.3|mhcii|seq1
antigen98|A5IVY0|BA000018.3|mhcii|seq1793	antigen98|A5IVY0|BA000018.3|mhcii|seq701
antigen98|A5IVY0|BA000018.3|mhcii|seq1793	antigen98|A5IVY0|BA000018.3|mhcii|seq6077
antigen98|A5IVY0|BA000018.3|mhcii|seq1793	antigen98|A5IVY0|BA000018.3|mhcii|seq702
antigen98|A5IVY0|BA000018.3|mhcii|seq1793	antigen98|A5IVY0|BA000018.3|mhcii|seq2078
antigen98|A5IVY0|BA000018.3|mhcii|seq1793	antigen98|A5IVY0|BA000018.3|mhcii|seq6078
antigen98|A5IVY0|BA000018.3|mhcii|seq1793	antigen98|A5IVY0|BA000018.3|mhcii|seq703
antigen98|A5IVY0|BA000018.3|mhcii|seq1793	antigen98|A5IVY0|BA000018.3|mhcii|seq704
antigen98|A5IVY0|BA000018.3|mhcii|seq2017	antigen98|A5IVY0|BA000018.3|mhcii|seq2017
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2273
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2209
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2210
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2211
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2979
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2212
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5316
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2213
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5317
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5318
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5319
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2120
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5320
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2121
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5321
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2122
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2123
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4204
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4205
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4206
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4207
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4208
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4209
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5361
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5362
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5363
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5364
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5365
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq1462
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5366
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq1463
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq1464
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq3320
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq1465
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq3321
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq1466
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq3322
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq1467
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq3323
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2268
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq3324
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4028
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5724
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2269
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq4029
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5725
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2270
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq5726
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2271
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2208
antigen98|A5IVY0|BA000018.3|mhcii|seq2273	antigen98|A5IVY0|BA000018.3|mhcii|seq2272
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq2529
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5377
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5921
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5378
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5379
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5380
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq1541
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5061
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5381
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq1542
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5062
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq295
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5063
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq296
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5064
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq297
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5065
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq298
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5066
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq299
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq300
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3981
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3214
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3982
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3215
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3983
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3216
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3984
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3217
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3218
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq1971
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3219
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5844
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5845
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3094
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5846
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3095
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3096
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3097
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3098
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq3099
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq2524
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5916
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq2525
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5917
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq2526
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5918
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq2527
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5919
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq2528
antigen98|A5IVY0|BA000018.3|mhcii|seq2529	antigen98|A5IVY0|BA000018.3|mhcii|seq5920
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq2625
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq2626
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq2627
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq2628
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq3177
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq3178
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq3179
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq3180
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq3884
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq3885
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq4333
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq4334
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq4335
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq273
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq274
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq275
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq276
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq277
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq278
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq638
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq2622
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq351
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq2623
antigen98|A5IVY0|BA000018.3|mhcii|seq2625	antigen98|A5IVY0|BA000018.3|mhcii|seq2624
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq3009
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6509
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6510
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6511
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6512
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6513
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6643
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq4500
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6644
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq4501
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6645
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq4502
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6006
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq4503
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6007
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq4504
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6008
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq6009
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq4474
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq4475
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq5051
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq3004
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq3005
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq3006
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq3007
antigen98|A5IVY0|BA000018.3|mhcii|seq3009	antigen98|A5IVY0|BA000018.3|mhcii|seq3008
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3201
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3202
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq2915
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq2916
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq2917
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq2918
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq1063
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq2919
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq1064
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq1065
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq4809
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq778
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq1066
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq4810
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq779
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq4811
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq780
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq781
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq782
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq6258
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq6259
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq6260
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq6261
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3574
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq6262
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3575
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq6263
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3576
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3577
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3578
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3579
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq1213
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3197
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq1214
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3198
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3199
antigen98|A5IVY0|BA000018.3|mhcii|seq3201	antigen98|A5IVY0|BA000018.3|mhcii|seq3200
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq3297
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq1988
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq3295
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq3296
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq1987
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq1709
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq1708
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq1710
antigen98|A5IVY0|BA000018.3|mhcii|seq3297	antigen98|A5IVY0|BA000018.3|mhcii|seq1711
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq3489
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq3969
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq6113
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5346
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq6114
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5347
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5348
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5349
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5350
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5351
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1006
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1870
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1007
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1871
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1008
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1872
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1009
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1873
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1010
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1874
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq1875
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2454
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5751
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2328
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5752
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2329
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2361
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5753
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2330
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2362
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5754
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2331
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq2363
antigen98|A5IVY0|BA000018.3|mhcii|seq3489	antigen98|A5IVY0|BA000018.3|mhcii|seq5755
