antigen95|Q7A7B2|BX571857.1|mhcii|seq2851	antigen95|Q7A7B2|BX571857.1|mhcii|seq2851
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq905
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq906
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2444
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2443
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2445
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2446
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq1524
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2479
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2442
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2477
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2478
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2480
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2481
antigen95|Q7A7B2|BX571857.1|mhcii|seq814	antigen95|Q7A7B2|BX571857.1|mhcii|seq2482
antigen95|Q7A7B2|BX571857.1|mhcii|seq942	antigen95|Q7A7B2|BX571857.1|mhcii|seq942
antigen95|Q7A7B2|BX571857.1|mhcii|seq942	antigen95|Q7A7B2|BX571857.1|mhcii|seq943
antigen95|Q7A7B2|BX571857.1|mhcii|seq1038	antigen95|Q7A7B2|BX571857.1|mhcii|seq1038
antigen95|Q7A7B2|BX571857.1|mhcii|seq1038	antigen95|Q7A7B2|BX571857.1|mhcii|seq1037
antigen95|Q7A7B2|BX571857.1|mhcii|seq1038	antigen95|Q7A7B2|BX571857.1|mhcii|seq2897
antigen95|Q7A7B2|BX571857.1|mhcii|seq1038	antigen95|Q7A7B2|BX571857.1|mhcii|seq2896
antigen95|Q7A7B2|BX571857.1|mhcii|seq1038	antigen95|Q7A7B2|BX571857.1|mhcii|seq2898
antigen95|Q7A7B2|BX571857.1|mhcii|seq1038	antigen95|Q7A7B2|BX571857.1|mhcii|seq2642
antigen95|Q7A7B2|BX571857.1|mhcii|seq1038	antigen95|Q7A7B2|BX571857.1|mhcii|seq2643
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1422
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq609
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq9
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq3169
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq610
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq10
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq3170
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq611
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq11
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq3171
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq3303
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq3304
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq3305
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1419
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1420
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1069
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1421
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1070
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1071
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1423
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1072
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1424
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1073
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1425
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1074
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq1426
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq2362
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq135
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq2363
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq136
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq2364
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq137
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq605
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq5
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq2365
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq606
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq6
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq607
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq7
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq608
antigen95|Q7A7B2|BX571857.1|mhcii|seq1422	antigen95|Q7A7B2|BX571857.1|mhcii|seq8
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq2158
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq2156
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq2157
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq484
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq482
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq483
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq413
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq414
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq1493
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq1492
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq1494
antigen95|Q7A7B2|BX571857.1|mhcii|seq2158	antigen95|Q7A7B2|BX571857.1|mhcii|seq415
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq239
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq709
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq710
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq711
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq712
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq713
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq236
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq237
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq238
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq240
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq241
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq242
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq243
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq1557
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq1558
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq1559
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq1560
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq1561
antigen95|Q7A7B2|BX571857.1|mhcii|seq239	antigen95|Q7A7B2|BX571857.1|mhcii|seq1562
antigen95|Q7A7B2|BX571857.1|mhcii|seq399	antigen95|Q7A7B2|BX571857.1|mhcii|seq399
antigen95|Q7A7B2|BX571857.1|mhcii|seq399	antigen95|Q7A7B2|BX571857.1|mhcii|seq398
antigen95|Q7A7B2|BX571857.1|mhcii|seq399	antigen95|Q7A7B2|BX571857.1|mhcii|seq400
antigen95|Q7A7B2|BX571857.1|mhcii|seq399	antigen95|Q7A7B2|BX571857.1|mhcii|seq3076
antigen95|Q7A7B2|BX571857.1|mhcii|seq84	antigen95|Q7A7B2|BX571857.1|mhcii|seq84
antigen95|Q7A7B2|BX571857.1|mhcii|seq692	antigen95|Q7A7B2|BX571857.1|mhcii|seq692
antigen95|Q7A7B2|BX571857.1|mhcii|seq2036	antigen95|Q7A7B2|BX571857.1|mhcii|seq2036
antigen95|Q7A7B2|BX571857.1|mhcii|seq2612	antigen95|Q7A7B2|BX571857.1|mhcii|seq2612
antigen95|Q7A7B2|BX571857.1|mhcii|seq2612	antigen95|Q7A7B2|BX571857.1|mhcii|seq2614
antigen95|Q7A7B2|BX571857.1|mhcii|seq2836	antigen95|Q7A7B2|BX571857.1|mhcii|seq2836
antigen95|Q7A7B2|BX571857.1|mhcii|seq3061	antigen95|Q7A7B2|BX571857.1|mhcii|seq3061
antigen95|Q7A7B2|BX571857.1|mhcii|seq3061	antigen95|Q7A7B2|BX571857.1|mhcii|seq3062
antigen95|Q7A7B2|BX571857.1|mhcii|seq662	antigen95|Q7A7B2|BX571857.1|mhcii|seq662
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq758
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3201
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3202
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3203
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3204
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3205
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq299
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq300
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq301
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq302
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq2574
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq2575
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3247
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3248
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3249
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq755
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq756
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq757
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq759
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq760
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq2234
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq2235
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq2236
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq2237
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq2238
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3199
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq3200
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1437
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1441
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1434
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1435
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1436
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1438
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1439
antigen95|Q7A7B2|BX571857.1|mhcii|seq758	antigen95|Q7A7B2|BX571857.1|mhcii|seq1440
antigen95|Q7A7B2|BX571857.1|mhcii|seq1462	antigen95|Q7A7B2|BX571857.1|mhcii|seq1462
antigen95|Q7A7B2|BX571857.1|mhcii|seq1462	antigen95|Q7A7B2|BX571857.1|mhcii|seq1463
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1878
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1892
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq91
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1893
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq92
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1894
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq3110
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1487
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1876
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1845
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1877
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1846
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1847
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1879
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1848
antigen95|Q7A7B2|BX571857.1|mhcii|seq1878	antigen95|Q7A7B2|BX571857.1|mhcii|seq1849
antigen95|Q7A7B2|BX571857.1|mhcii|seq2006	antigen95|Q7A7B2|BX571857.1|mhcii|seq2006
antigen95|Q7A7B2|BX571857.1|mhcii|seq2328	antigen95|Q7A7B2|BX571857.1|mhcii|seq2328
antigen95|Q7A7B2|BX571857.1|mhcii|seq2328	antigen95|Q7A7B2|BX571857.1|mhcii|seq116
antigen95|Q7A7B2|BX571857.1|mhcii|seq2328	antigen95|Q7A7B2|BX571857.1|mhcii|seq3211
antigen95|Q7A7B2|BX571857.1|mhcii|seq2328	antigen95|Q7A7B2|BX571857.1|mhcii|seq2327
antigen95|Q7A7B2|BX571857.1|mhcii|seq2328	antigen95|Q7A7B2|BX571857.1|mhcii|seq115
antigen95|Q7A7B2|BX571857.1|mhcii|seq2328	antigen95|Q7A7B2|BX571857.1|mhcii|seq2329
antigen95|Q7A7B2|BX571857.1|mhcii|seq2328	antigen95|Q7A7B2|BX571857.1|mhcii|seq117
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq3288
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq769
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq2630
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq1142
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq3286
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq3287
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq767
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq2628
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq1099
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq1097
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq1098
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq1144
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq249
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq250
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq251
antigen95|Q7A7B2|BX571857.1|mhcii|seq3288	antigen95|Q7A7B2|BX571857.1|mhcii|seq1143
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq729
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2209
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2178
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2754
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2210
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2179
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2211
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2212
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq653
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq654
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq655
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq1649
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq726
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq727
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq728
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq730
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq731
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq732
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq861
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2886
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq862
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2887
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2206
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq863
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2888
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2207
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq864
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2889
antigen95|Q7A7B2|BX571857.1|mhcii|seq729	antigen95|Q7A7B2|BX571857.1|mhcii|seq2208
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq921
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq2569
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq294
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq2567
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq3241
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq2570
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq665
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq666
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq3244
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq295
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq296
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq297
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq298
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq3242
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq2571
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq3243
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq2572
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq2573
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq3245
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq3246
antigen95|Q7A7B2|BX571857.1|mhcii|seq921	antigen95|Q7A7B2|BX571857.1|mhcii|seq753
