antigen111|A5ISH9|CP000253.1|mhcii|seq1	antigen111|A5ISH9|CP000253.1|mhcii|seq1
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1090
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq835
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1091
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq836
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1092
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq837
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1093
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq838
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1094
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq3494
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq839
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq3495
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq3496
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq146
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq147
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq148
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq4852
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq149
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq4853
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq150
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq4854
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1751
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq4855
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq6295
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1752
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq4856
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq5752
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq6296
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1753
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq4857
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq5753
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq6297
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq570
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1754
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq5754
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq6298
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq5755
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq6299
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq2012
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq5756
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq6300
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1213
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq2013
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq5757
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq1214
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq2014
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq2015
antigen111|A5ISH9|CP000253.1|mhcii|seq2017	antigen111|A5ISH9|CP000253.1|mhcii|seq2016
antigen111|A5ISH9|CP000253.1|mhcii|seq2049	antigen111|A5ISH9|CP000253.1|mhcii|seq2049
antigen111|A5ISH9|CP000253.1|mhcii|seq2049	antigen111|A5ISH9|CP000253.1|mhcii|seq7006
antigen111|A5ISH9|CP000253.1|mhcii|seq2049	antigen111|A5ISH9|CP000253.1|mhcii|seq2048
antigen111|A5ISH9|CP000253.1|mhcii|seq2593	antigen111|A5ISH9|CP000253.1|mhcii|seq2593
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq2785
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4481
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4961
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq866
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4482
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4962
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq867
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq868
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq869
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3206
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3207
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3208
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq265
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3209
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq266
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3210
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq267
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3211
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6955
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq268
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3404
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6956
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq269
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3405
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6957
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq270
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq3406
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6958
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6959
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6960
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq5202
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6040
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6041
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6042
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6043
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq2780
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq5468
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6044
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq2781
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4957
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq5469
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq6045
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq2782
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4958
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq5470
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq2783
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4959
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq5471
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq2784
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq4960
antigen111|A5ISH9|CP000253.1|mhcii|seq2785	antigen111|A5ISH9|CP000253.1|mhcii|seq5472
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2945
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2946
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq4773
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq3142
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6427
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq4774
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2023
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq3143
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6428
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq4775
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2024
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq3144
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6429
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq4776
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2025
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq3145
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2026
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq7530
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2027
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2477
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5855
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2478
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5856
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2479
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5857
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2480
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5858
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5616
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6085
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2481
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5859
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5617
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6086
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2482
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5860
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5618
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6087
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5619
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6088
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5620
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6089
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq5621
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq6090
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2941
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2942
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2943
antigen111|A5ISH9|CP000253.1|mhcii|seq2945	antigen111|A5ISH9|CP000253.1|mhcii|seq2944
antigen111|A5ISH9|CP000253.1|mhcii|seq3137	antigen111|A5ISH9|CP000253.1|mhcii|seq3137
antigen111|A5ISH9|CP000253.1|mhcii|seq3137	antigen111|A5ISH9|CP000253.1|mhcii|seq6422
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3361
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq193
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq194
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq195
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq5093
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq5094
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq5095
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq7079
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq5096
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq7080
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq5097
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1614
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1615
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq4175
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1616
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq4176
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1617
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq4177
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1618
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq595
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1619
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1939
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq596
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1940
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq597
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1941
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq598
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq1942
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq599
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq600
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3545
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq5337
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3546
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq2267
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3547
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq2268
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3356
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3548
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq2269
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3357
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3549
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq190
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq2270
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3358
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3550
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq191
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq2271
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3359
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq192
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq2272
antigen111|A5ISH9|CP000253.1|mhcii|seq3361	antigen111|A5ISH9|CP000253.1|mhcii|seq3360
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq3617
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq2881
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq2882
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq3618
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq1219
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq2883
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq3619
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq1220
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq2884
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq1221
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq1222
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq1223
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq4743
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq1224
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq4744
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq4745
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq4746
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq4747
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq4748
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq7534
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq425
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq7535
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq426
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq7536
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq427
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq7537
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq428
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq7479
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq3614
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq2879
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq3615
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq2880
antigen111|A5ISH9|CP000253.1|mhcii|seq3617	antigen111|A5ISH9|CP000253.1|mhcii|seq3616
antigen111|A5ISH9|CP000253.1|mhcii|seq3937	antigen111|A5ISH9|CP000253.1|mhcii|seq3937
antigen111|A5ISH9|CP000253.1|mhcii|seq3937	antigen111|A5ISH9|CP000253.1|mhcii|seq5953
antigen111|A5ISH9|CP000253.1|mhcii|seq3937	antigen111|A5ISH9|CP000253.1|mhcii|seq6145
antigen111|A5ISH9|CP000253.1|mhcii|seq3937	antigen111|A5ISH9|CP000253.1|mhcii|seq5954
antigen111|A5ISH9|CP000253.1|mhcii|seq3937	antigen111|A5ISH9|CP000253.1|mhcii|seq6146
