antigen150|O50581|HE681097.1|mhcii|seq1	antigen150|O50581|HE681097.1|mhcii|seq1
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1279
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1664
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1280
antigen150|O50581|HE681097.1|mhcii|seq1548	antigen150|O50581|HE681097.1|mhcii|seq1665
antigen150|O50581|HE681097.1|mhcii|seq1996	antigen150|O50581|HE681097.1|mhcii|seq1996
antigen150|O50581|HE681097.1|mhcii|seq1326	antigen150|O50581|HE681097.1|mhcii|seq1326
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1358
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1359
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1360
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1356
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1357
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq498
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1697
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq499
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1698
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq500
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1699
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1527
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1524
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq789
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1525
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq790
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1526
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq791
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq792
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1528
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1529
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1530
antigen150|O50581|HE681097.1|mhcii|seq1358	antigen150|O50581|HE681097.1|mhcii|seq1696
antigen150|O50581|HE681097.1|mhcii|seq2094	antigen150|O50581|HE681097.1|mhcii|seq2094
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq15
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq451
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq100
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq452
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq101
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq102
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq103
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq839
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq104
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq840
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq841
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq234
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq842
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq11
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq235
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq12
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq236
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq13
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq14
antigen150|O50581|HE681097.1|mhcii|seq15	antigen150|O50581|HE681097.1|mhcii|seq441
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq271
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq270
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq517
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq514
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq515
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1763
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq516
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1317
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq518
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1318
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq519
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq520
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq2057
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq2058
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq2059
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq268
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq269
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1372
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1373
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1374
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1375
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq2060
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq560
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq1666
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq558
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq559
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq561
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq562
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq604
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq603
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq605
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq606
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq607
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq253
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq252
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq254
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq255
antigen150|O50581|HE681097.1|mhcii|seq271	antigen150|O50581|HE681097.1|mhcii|seq256
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1231
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1230
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1233
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1234
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq387
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq376
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1232
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1494
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq375
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1495
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq1496
antigen150|O50581|HE681097.1|mhcii|seq1231	antigen150|O50581|HE681097.1|mhcii|seq377
antigen150|O50581|HE681097.1|mhcii|seq1711	antigen150|O50581|HE681097.1|mhcii|seq1711
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1807
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq2090
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1836
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1188
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1189
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1190
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1191
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1804
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq2087
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1833
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1805
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq2088
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1834
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq2093
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1806
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq2089
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1835
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1839
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1808
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq2091
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1837
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1809
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq2092
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1838
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq216
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1602
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq218
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1604
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1114
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq155
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq219
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1605
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1115
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq156
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1116
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq157
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1117
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq158
antigen150|O50581|HE681097.1|mhcii|seq1807	antigen150|O50581|HE681097.1|mhcii|seq1118
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1967
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1582
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1756
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq32
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1580
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1583
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq33
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1757
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1969
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq31
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1581
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1966
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2030
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1157
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1158
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1159
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1160
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2027
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2028
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2029
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq1968
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2103
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2104
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2102
antigen150|O50581|HE681097.1|mhcii|seq1967	antigen150|O50581|HE681097.1|mhcii|seq2101
antigen150|O50581|HE681097.1|mhcii|seq16	antigen150|O50581|HE681097.1|mhcii|seq16
antigen150|O50581|HE681097.1|mhcii|seq16	antigen150|O50581|HE681097.1|mhcii|seq17
antigen150|O50581|HE681097.1|mhcii|seq528	antigen150|O50581|HE681097.1|mhcii|seq528
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq816
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq817
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq818
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq1186
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq1185
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq1187
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq195
antigen150|O50581|HE681097.1|mhcii|seq816	antigen150|O50581|HE681097.1|mhcii|seq815
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq912
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq968
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1732
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq553
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq969
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1733
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq362
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq554
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq970
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1734
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq363
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq555
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq971
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1735
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq364
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq556
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq908
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq365
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq557
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq685
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq909
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq686
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq910
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq687
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq911
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq688
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq305
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1619
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq689
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq913
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq306
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1620
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq690
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq914
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq307
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1621
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq915
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq308
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1622
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq309
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1623
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1467
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1468
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1469
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq992
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq972
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1736
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq973
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1737
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq366
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq691
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq310
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1624
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq311
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq1470
antigen150|O50581|HE681097.1|mhcii|seq912	antigen150|O50581|HE681097.1|mhcii|seq287
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1264
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq577
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq578
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1346
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1347
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1348
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq329
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1684
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq330
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1685
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq331
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1686
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1387
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq332
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1687
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1388
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq333
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1688
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1261
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1389
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1262
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1390
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1263
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1392
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1391
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1265
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1267
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq1266
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq62
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq574
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq63
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq575
antigen150|O50581|HE681097.1|mhcii|seq1264	antigen150|O50581|HE681097.1|mhcii|seq576
antigen150|O50581|HE681097.1|mhcii|seq1296	antigen150|O50581|HE681097.1|mhcii|seq1296
antigen150|O50581|HE681097.1|mhcii|seq1296	antigen150|O50581|HE681097.1|mhcii|seq1297
antigen150|O50581|HE681097.1|mhcii|seq1296	antigen150|O50581|HE681097.1|mhcii|seq1298
antigen150|O50581|HE681097.1|mhcii|seq1488	antigen150|O50581|HE681097.1|mhcii|seq1488
antigen150|O50581|HE681097.1|mhcii|seq1488	antigen150|O50581|HE681097.1|mhcii|seq1067
antigen150|O50581|HE681097.1|mhcii|seq1488	antigen150|O50581|HE681097.1|mhcii|seq1068
antigen150|O50581|HE681097.1|mhcii|seq1488	antigen150|O50581|HE681097.1|mhcii|seq1484
antigen150|O50581|HE681097.1|mhcii|seq1488	antigen150|O50581|HE681097.1|mhcii|seq1069
