antigen198|Q9ZEH3|CP002114.3|mhcii|seq1	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8280
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8440
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8441
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8442
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8443
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1596
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8444
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1597
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8445
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1598
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1599
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5695
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1600
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1601	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5696
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7330
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7331
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8291
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7332
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8292
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7333
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8293
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7334
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8294
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7335
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8295
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7212
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2317
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7213
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2318
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7214
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2319
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7215
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq400
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2320
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq401
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2321
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq402
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq403
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4755
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4756
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq85
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq86
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq87
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq88
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1816
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq89
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1817
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq90
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1818
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1819
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1756
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1820
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1757
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1821
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6525
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1758
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6718
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1759
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6719
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1760
antigen198|Q9ZEH3|CP002114.3|mhcii|seq1761	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6720
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2113	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2113
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8321
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4226
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8322
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4227
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8323
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2564
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4068
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4228
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8324
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2565
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4229
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8325
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2566
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4230
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq359
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2567
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4231
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq360
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2568
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2569
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq340
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq341
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5845
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq342
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5846
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq343
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2167
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5847
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq344
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2168
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5848
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq345
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2169
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5849
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2170
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5850
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2171
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4859
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2172
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2332
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4860
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2333
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4861
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8637
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2334
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8638
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2335
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8639
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2336
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2337	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8640
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2369	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2369
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2369	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2370
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2369	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2371
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2369	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2372
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2369	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2368
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4289
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3778
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4290
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3779
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4291
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3780
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3781
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6085
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8485
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3782
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6086
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8486
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3783
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6087
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8487
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6088
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8488
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6089
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8489
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6090
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6250
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq8490
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6251
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5740
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6252
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5741
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6253
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5742
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6254
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5743
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6255
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5744
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5745
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2684
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2685
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2686
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2687
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4287
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2688
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2689	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4288
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3745
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2786
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3746
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2787
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3747
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2788
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2789
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7143
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6842
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq702
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7144
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6843
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq703
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7145
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6844
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq704
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5044
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5045
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5046
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5047
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5975
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5976
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5977
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3418
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5978
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3419
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq5979
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3420
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3421
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2782
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3422
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2783
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3423
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq2784
antigen198|Q9ZEH3|CP002114.3|mhcii|seq2785	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3744
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq4321
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7105
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7106
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7107
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7108
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7109
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7110
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6280
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6281
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3338
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6282
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq3339
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6283
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq460
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6284
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq461
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq6285
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq462
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq463
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq464
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7120
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq465
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1265
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7121
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1266
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1554
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq7122
antigen198|Q9ZEH3|CP002114.3|mhcii|seq3009	antigen198|Q9ZEH3|CP002114.3|mhcii|seq1267
