antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1346
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1410
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq425
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq426
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq303
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq304
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq305
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1201
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1202
antigen76|Q5HGQ3|BA000018.3|mhcii|seq306	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1408
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq722
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq719
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1216
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq708
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq705
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq706
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq707
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq709
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1288
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq720
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq721
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1457
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1458
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1213
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1214
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1215
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1287
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1286
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1290
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1228
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1481
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1226
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1482
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1227
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1483
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1229
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1230
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1048
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1049
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1050
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1051
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1455
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1456
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1363
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1289
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1361
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1362
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1364
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1365
antigen76|Q5HGQ3|BA000018.3|mhcii|seq722	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1366
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq417
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq142
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1007
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1008
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1009
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq786
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1011
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq52
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq53
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq54
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1880
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1881
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq602
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1882
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq411
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq603
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1883
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq412
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq604
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq413
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq605
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq414
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq606
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq415
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq607
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1010	antigen76|Q5HGQ3|BA000018.3|mhcii|seq416
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq115
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq321
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq322
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq323
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1189
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1190
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1191
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1799
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1710
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq111
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq112
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1872
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq113
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1873
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq114
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1874
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1875
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq116
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq117
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq246
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq502
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq247
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq503
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq248
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq504
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq249
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq505
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq506
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq507
antigen76|Q5HGQ3|BA000018.3|mhcii|seq115	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1800
antigen76|Q5HGQ3|BA000018.3|mhcii|seq467	antigen76|Q5HGQ3|BA000018.3|mhcii|seq467
antigen76|Q5HGQ3|BA000018.3|mhcii|seq467	antigen76|Q5HGQ3|BA000018.3|mhcii|seq839
antigen76|Q5HGQ3|BA000018.3|mhcii|seq467	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1569
antigen76|Q5HGQ3|BA000018.3|mhcii|seq467	antigen76|Q5HGQ3|BA000018.3|mhcii|seq838
antigen76|Q5HGQ3|BA000018.3|mhcii|seq467	antigen76|Q5HGQ3|BA000018.3|mhcii|seq841
antigen76|Q5HGQ3|BA000018.3|mhcii|seq467	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1571
antigen76|Q5HGQ3|BA000018.3|mhcii|seq467	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1568
antigen76|Q5HGQ3|BA000018.3|mhcii|seq868	antigen76|Q5HGQ3|BA000018.3|mhcii|seq868
antigen76|Q5HGQ3|BA000018.3|mhcii|seq868	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1628
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq900
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq898
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq290
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq289
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq291
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq899
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1736
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq36
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1737
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq37
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1738
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq38
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1739
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq39
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq974
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq975
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq976
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq977
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq150
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq151
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1719
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1720
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1721
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1722
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq347
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq348
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq349
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq350
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq287
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq288
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1316
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1320
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1317
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1318
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1319
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq554
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq555
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq556
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1452
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq557
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1453
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1454
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq704
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq553
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq153
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq901
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq902
antigen76|Q5HGQ3|BA000018.3|mhcii|seq900	antigen76|Q5HGQ3|BA000018.3|mhcii|seq152
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1089
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1090
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1506
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1091
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1507
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq836
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1508
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq517
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq837
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1509
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq518
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1510
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq519
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq40
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq520
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1480
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq41
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq521
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq42
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq522
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq43
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq491
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq44
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq492
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1164
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq45
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq493
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1165
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq494
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1166
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq495
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1167
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq464
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq496
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq401
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq465
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq402
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq466
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq403
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq404
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq405
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq406
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1561
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1562
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1563
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1564
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1565
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1566
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1087
antigen76|Q5HGQ3|BA000018.3|mhcii|seq1092	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1088
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq325
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq324
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1548
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq254
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1546
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq326
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq390
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1550
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq327
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq391
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1551
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq328
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq251
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq1543
antigen76|Q5HGQ3|BA000018.3|mhcii|seq325	antigen76|Q5HGQ3|BA000018.3|mhcii|seq252
