antigen95|Q7A7B2|CP000253.1|mhcii|seq4639	antigen95|Q7A7B2|CP000253.1|mhcii|seq4639
antigen95|Q7A7B2|CP000253.1|mhcii|seq450	antigen95|Q7A7B2|CP000253.1|mhcii|seq15389
antigen95|Q7A7B2|CP000253.1|mhcii|seq450	antigen95|Q7A7B2|CP000253.1|mhcii|seq446
antigen95|Q7A7B2|CP000253.1|mhcii|seq450	antigen95|Q7A7B2|CP000253.1|mhcii|seq5598
antigen95|Q7A7B2|CP000253.1|mhcii|seq450	antigen95|Q7A7B2|CP000253.1|mhcii|seq447
antigen95|Q7A7B2|CP000253.1|mhcii|seq450	antigen95|Q7A7B2|CP000253.1|mhcii|seq448
antigen95|Q7A7B2|CP000253.1|mhcii|seq482	antigen95|Q7A7B2|CP000253.1|mhcii|seq482
antigen95|Q7A7B2|CP000253.1|mhcii|seq482	antigen95|Q7A7B2|CP000253.1|mhcii|seq481
antigen95|Q7A7B2|CP000253.1|mhcii|seq482	antigen95|Q7A7B2|CP000253.1|mhcii|seq10853
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq962
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq961
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq6209
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7041
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq6210
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7042
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7842
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq6211
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7843
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq6212
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7844
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq6213
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq6214
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq5639
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq11527
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq13607
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq1512
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq5640
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq13608
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq1513
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq5641
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq13609
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq1514
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq5642
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq13610
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq299
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq1515
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq5643
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq300
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq1516
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq1517
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq912
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq913
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq914
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq915
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq916
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq917
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq2392
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq2393
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq2394
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq2395
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq2396
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq957
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq2397
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7037
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq958
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7038
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq959
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7039
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq960
antigen95|Q7A7B2|CP000253.1|mhcii|seq962	antigen95|Q7A7B2|CP000253.1|mhcii|seq7040
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1442
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1441
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1897
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1898
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq10922
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1899
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq10923
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1900
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq10924
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq11628
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq10925
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq11629
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq15789
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq10926
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq11630
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq15790
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq4303
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq10927
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq11631
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq14127
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq15791
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq4304
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq11632
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq14128
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq15792
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq4305
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq14129
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq15793
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq4306
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq15794
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq4307
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq17172
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq17173
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq17174
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq17175
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq6394
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq9178
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq9179
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq9180
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1437
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq9181
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1438
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq9182
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1439
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq7903
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq9183
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq1440
antigen95|Q7A7B2|CP000253.1|mhcii|seq1442	antigen95|Q7A7B2|CP000253.1|mhcii|seq7904
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq1474
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq1475
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq1476
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq1477
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq1473
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq3554
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15814
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15275
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq3555
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq4387
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15811
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15272
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq3556
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq4388
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15812
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15273
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq3557
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq4389
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15813
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15274
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq3558
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq4390
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15815
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15276
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15816
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15277
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15817
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq15278
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq1775
antigen95|Q7A7B2|CP000253.1|mhcii|seq1474	antigen95|Q7A7B2|CP000253.1|mhcii|seq9804
antigen95|Q7A7B2|CP000253.1|mhcii|seq1698	antigen95|Q7A7B2|CP000253.1|mhcii|seq1698
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq8322
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq8321
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq16042
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq8323
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq16040
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq16041
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq2834
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq2835
antigen95|Q7A7B2|CP000253.1|mhcii|seq8322	antigen95|Q7A7B2|CP000253.1|mhcii|seq2833
antigen95|Q7A7B2|CP000253.1|mhcii|seq8546	antigen95|Q7A7B2|CP000253.1|mhcii|seq8546
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq8898
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq8897
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq15489
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq12322
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq15490
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq15491
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq15492
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq15493
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq15494
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14668
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14669
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq2319
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq2320
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq2321
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq2322
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4468
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14484
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4213
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4469
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14485
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4214
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4470
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7190
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14486
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4215
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4471
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7191
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7959
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14487
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4216
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4472
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4664
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7192
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7960
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14488
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4217
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4473
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4665
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7961
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq14489
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4218
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4666
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7962
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4667
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7963
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq4668
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq7964
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq8893
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq8894
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq8895
antigen95|Q7A7B2|CP000253.1|mhcii|seq8898	antigen95|Q7A7B2|CP000253.1|mhcii|seq8896
antigen95|Q7A7B2|CP000253.1|mhcii|seq9154	antigen95|Q7A7B2|CP000253.1|mhcii|seq9154
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq9378
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq9377
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq9921
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq9922
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq387
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq9923
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq12995
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq388
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq13380
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq389
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq13381
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq390
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq13382
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq13383
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq13384
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq6569
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq13385
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq6570
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq6571
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq6572
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq5293
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq6573
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq5294
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq6574
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq5295
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq5296
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq5297
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq5298
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq2707
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq2708
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq11540
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq2709
antigen95|Q7A7B2|CP000253.1|mhcii|seq9378	antigen95|Q7A7B2|CP000253.1|mhcii|seq11541
