antigen42|A5IPD1|CP002114.3|mhcii|seq262	antigen42|A5IPD1|CP002114.3|mhcii|seq262
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1336
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq806
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq807
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1319
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq808
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1320
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq809
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq810
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1741
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1742
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1743
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1744
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1334
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1335
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1337
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1338
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq734
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq63
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1414
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq790
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq65
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq1416
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq792
antigen42|A5IPD1|CP002114.3|mhcii|seq736	antigen42|A5IPD1|CP002114.3|mhcii|seq61
antigen42|A5IPD1|CP002114.3|mhcii|seq960	antigen42|A5IPD1|CP002114.3|mhcii|seq960
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq346
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq4
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq345
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq2
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq1
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq3
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq691
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq690
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq344
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq1818
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq1200
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq1815
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq1819
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq1499
antigen42|A5IPD1|CP002114.3|mhcii|seq346	antigen42|A5IPD1|CP002114.3|mhcii|seq1500
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq1306
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq1595
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq644
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq645
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq599
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq600
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq1304
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq1305
antigen42|A5IPD1|CP002114.3|mhcii|seq1306	antigen42|A5IPD1|CP002114.3|mhcii|seq1594
antigen42|A5IPD1|CP002114.3|mhcii|seq1466	antigen42|A5IPD1|CP002114.3|mhcii|seq1466
antigen42|A5IPD1|CP002114.3|mhcii|seq1562	antigen42|A5IPD1|CP002114.3|mhcii|seq1562
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1850
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1473
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1547
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq631
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1474
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1548
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq632
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1475
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1549
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq633
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1476
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1550
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq634
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1477
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1551
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq635
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq620
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq621
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq622
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq623
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq624
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq724
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq725
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq981
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq726
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq982
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq727
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq983
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1847
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq728
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq984
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1848
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1849
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1851
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1852
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1472
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq1546
antigen42|A5IPD1|CP002114.3|mhcii|seq1850	antigen42|A5IPD1|CP002114.3|mhcii|seq630
antigen42|A5IPD1|CP002114.3|mhcii|seq91	antigen42|A5IPD1|CP002114.3|mhcii|seq91
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq187
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq916
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq329
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq330
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq778
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq914
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq915
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq919
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq917
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq918
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq920
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq921
antigen42|A5IPD1|CP002114.3|mhcii|seq187	antigen42|A5IPD1|CP002114.3|mhcii|seq922
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq475
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq473
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq474
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1674
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1761
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1762
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq486
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1670
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq487
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1671
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq488
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1672
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq489
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq713
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1673
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq714
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq715
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1675
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq716
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1360
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1361
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1362
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1363
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1719
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1720
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1721
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1722
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq476
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq477
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1085
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq38
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq478
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1086
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq39
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1087
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq40
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1760
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1357
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1358
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1359
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1716
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1717
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq1718
antigen42|A5IPD1|CP002114.3|mhcii|seq475	antigen42|A5IPD1|CP002114.3|mhcii|seq472
antigen42|A5IPD1|CP002114.3|mhcii|seq539	antigen42|A5IPD1|CP002114.3|mhcii|seq539
antigen42|A5IPD1|CP002114.3|mhcii|seq539	antigen42|A5IPD1|CP002114.3|mhcii|seq540
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1275
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1274
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1124
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1125
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1126
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1127
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1128
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq663
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq660
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq661
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq662
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq664
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq665
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1276
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1277
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1278
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1261
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1259
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1260
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1262
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1263
antigen42|A5IPD1|CP002114.3|mhcii|seq1275	antigen42|A5IPD1|CP002114.3|mhcii|seq1140
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq797
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq144
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq798
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1218
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1217
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq66
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1417
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq793
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq450
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq18
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq67
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1418
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq794
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq451
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq19
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1219
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq68
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1419
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq795
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq452
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq20
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1220
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq453
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq21
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1221
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq454
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq22
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1215
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1216
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1222
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq69
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1420
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq796
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq455
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq23
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq456
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq24
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq457
antigen42|A5IPD1|CP002114.3|mhcii|seq797	antigen42|A5IPD1|CP002114.3|mhcii|seq1421
antigen42|A5IPD1|CP002114.3|mhcii|seq1214	antigen42|A5IPD1|CP002114.3|mhcii|seq1214
antigen42|A5IPD1|CP002114.3|mhcii|seq1374	antigen42|A5IPD1|CP002114.3|mhcii|seq1374
antigen42|A5IPD1|CP002114.3|mhcii|seq16	antigen42|A5IPD1|CP002114.3|mhcii|seq16
antigen42|A5IPD1|CP002114.3|mhcii|seq464	antigen42|A5IPD1|CP002114.3|mhcii|seq464
antigen42|A5IPD1|CP002114.3|mhcii|seq944	antigen42|A5IPD1|CP002114.3|mhcii|seq944
antigen42|A5IPD1|CP002114.3|mhcii|seq976	antigen42|A5IPD1|CP002114.3|mhcii|seq976
antigen42|A5IPD1|CP002114.3|mhcii|seq1680	antigen42|A5IPD1|CP002114.3|mhcii|seq1680
antigen42|A5IPD1|CP002114.3|mhcii|seq1680	antigen42|A5IPD1|CP002114.3|mhcii|seq1681
antigen42|A5IPD1|CP002114.3|mhcii|seq1712	antigen42|A5IPD1|CP002114.3|mhcii|seq1712
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq81
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1488
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1682
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq79
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq82
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1489
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1683
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq83
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1490
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1684
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq84
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1491
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1685
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq78
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1486
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1487
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq80
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1232
antigen42|A5IPD1|CP002114.3|mhcii|seq81	antigen42|A5IPD1|CP002114.3|mhcii|seq1279
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq177
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq513
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq577
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq514
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq515
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq516
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq517
