antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq62
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1352
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1246
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq63
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1354
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq65
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1248
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1718
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1719
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1353	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq730
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq108
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq562
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1318
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq107
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq560
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq106	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq561
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq197
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq198
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq199
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq200
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq201
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq842
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq843
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq907
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1035
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1067
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq844
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1036
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1068
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq845
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1037
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1069
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq462
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq782
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq846
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1038
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1070
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1518
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq463
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq783
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq847
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1071
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1519
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq464
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq784
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1072
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1520
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq465
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq785
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq466
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq786
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1106
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq787
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1107
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1620
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1621
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1622
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq887
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1623
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq888
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1624
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq889
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1625
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq890
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq891
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq202	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq892
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1030
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq455
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1031
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq456
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1032
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq457
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1033
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1516
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1034
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1517
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1514
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq459
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1515
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq460
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq458	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1103
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq353
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1296
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1633
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq354
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq355
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq262
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq263
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq519
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq264
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq520
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq521
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq523
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1143
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1144
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1145
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1146
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq350
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1293
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1630
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq351
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1294
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq383
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1631
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq352
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1295
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq384
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq522	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1632
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq618	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq618
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq618	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1304
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1158
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq807
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1159
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq808
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1160
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq809
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1161
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1162
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq811
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1163
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq812
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1164
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq813
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq814
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq689
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq690
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq691
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq534
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq6
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq535
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq7
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1367
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq820
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1464
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq536
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq8
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1368
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq821
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1465
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq537
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq9
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1369
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq822
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1466
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq538
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq10
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1370
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq823
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1467
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq539
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq11
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq639
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq810	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq640
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq938	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq938
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq203	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq203
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq331	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq331
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1730
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1729
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq546
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1642
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1643
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1644
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq604
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq605
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1727
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1728
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1641
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq273
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1419
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq361
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq362
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq271
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1417
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq272
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1418
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq363	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1726
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq683	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq683
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1611	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1611
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1611	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1612
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq173	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq173
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq712
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq872
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq873
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq874
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq875
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq876
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1455
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1456
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1457
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1458
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq755
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1459
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq756
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1460
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq757
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq86
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq87
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq88
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1592
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq89
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1593
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq90
